id,eng,afr,sot,nso,tsn,ssw,ven,tso,nbl,xho,zul,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info
icelda_academic_data_815,information,inligting,tlhahisoleseding,tshedimošo,tshedimosetso,lwatiso,mafhungo,vuxokoxoko,ilwazi,ulwazi,ulwazi,noun,facts that have not been known to a person before / You need to incorporate factual information into your assignment to support your statements.,naamwoord,feite wat nie voorheen aan iemand bekend was nie / Jy moet feitelike inligting in jou opdrag insluit om jou stellings te ondersteun.,noun,dintlha tse neng di sa tsejwe ke motho pele ho mona / O tlameha ho kenyeletsa tlhahisoleseding e nang le mabaka kabelong ya hao ya mosebetsi ho tshehetsa dipolelo tsa hao.,noun,dintlha tšeo di bego di sa tsebege go motho pele. / O hloka go kopanya tshedimošo ya dintlha mo mošomong wa gago go thekga ditatamente tša gago.,noun,dintlha tse motho a neng a sa di itse pele / O tshwanetse go tsenya tshedimosetso e e boammaaruri mo tlhamong e o e kwalang go tshegetsa dipolelo tsa gago.,noun,Emaciniso langamange atiwe kumuntfu kucala / Udzinga kuhlanganisa lwatiso lolungemaciniso kumsebenti wakho kusukela sitatimende sakho.,noun,mbuno dze dza vha dzi sa ḓivhei kha muthu u thomani / Vha tea u angaredza mafhungo kha asainimennde yavho u tikedza zwitatamennde zwavho.,noun,timhaka leti nga si tivekangiki eka munhu / U fanele ku hlanganisa vuxokoxoko eka asayimente ya wena ku seketela switatimente swa wena.,noun,ilwazi ebekade lingazakali emntwini ngaphambilini / Ufaneleko ufake ilwazi eliyiqiniso emsebenzini onikele wona ukusekela iintatimende zakho.,noun,iinyani ebezingaziwa ngumntu ngaphambili / Kufuneka ufake ulwazi olunenyaniso kumsebenzi wakho omiselweyo ukuxhasa iingxelo zakho.,noun,amaqiniso othile akade engazi ngawo / Kufanele uhlanganise ulwazi oluyiqiniso esabelweni sakho ukuze usekele izitatimende zakho.
icelda_academic_data_816,informed,ingelig,e nang le tlhahisoleseding,tsebo,akanyeditswe,watisiwe,dziaho,-kuceteriwa,-fundisiweko,sekelwe elwazini,kwazisiwe,adjective,based on possession of information / He will wait for the official results in order to make informed comments.,byvoeglike naamwoord,gebaseer op feite en inligting tot jou beskikking / Hy sal op die amptelike uitslae wag ten einde ingeligte kommentaar te kan lewer.,adjective,e thehilwe tabeng ya ho ba le tlhahisoleseding / O tla emela diphetho tsa semmuso hore a hlahise maikutlo a nang le tlhahisoleseding.,adjective,e theilwe go swareng tshedimošo / O tla letela dipoelo tša semmušo gore a dire ditshwayotshwayo tša tsebo.,adjective,theilwe mo go nneng le tshedimosetso / O tla letela dipholo tsa semmuso gore a kgone go ntsha dikakgelo tse di akanyeditsweng.,adjective,kuye ngekuba nelwatiso / Utolindza imiphumela yebasebenti kute ente tiphawulo letivakalako.,adjective,zwo ḓisendekaho nga mafhungo / Vha ḓo lindela mvelelo dza tshiofisi u itela u bula mihumbulo yo dziaho.,adjective,hi ku ya hi vuxokoxoko lebyi nga kona / U ta yimela mivuyelo ya ximfumo ku kota ku endla swibumabumelo swa nkoka.,adjective,ngokuya ngelwazi elikhona / Uzokujamela imiphumela esemthethweni ukuze abe neemphakamiso ezizwakalako.,adjective,ngokusekelwe ekubeni nolwazi / Uza kulinda iziphumo ezisemthethweni ukuze anike izimvo ezisekelwe elwazini.,adjective,ngokususelwe ekubeni nolwazi / Uzolinda imiphumela esemthethweni ukuze enze amazwana anolwazi.
icelda_academic_data_817,infrastructure,infrastruktuur,maranrang,mafarahlahla a dinyakwa,mafaratlhatlha,sakhiwonchanti,ṱuṱuwedza,switirhisiwa,umthangalasisekelo,iziko elikhoyo,ingqalasizinda,noun,the basic components of a system or organisation / More money is needed to save the crumbling infrastructure in South Africa.,naamwoord,die basiese komponente van ’n stelsel of organisasie / Meer geld is nodig om die verkrummelende infrastruktuur in Suid-Afrika te red.,noun,dikarolo tsa mtheo tsa tshebetso kapa mokgatlo. / Tjhelete e ngata e a hlokwa ho baballa ho fokola ha maranrang a motlakase mona Afrika Borwa.,noun,dikhomponente tša motheo tša mokgwa goba peakanyo. / Go nyakega tšhelete ye mmgwe go boloka kago ya mafarahlahla a mohlagase yeo e wago mo Afrika Borwa.,noun,dikarolo tsa botlhokwa tsa tsamaiso kgotsa setlamo. / Go tlhokega madi a mantsi go boloka mafaratlhatlha a a phutlhamang a motlakase mo Afrikaborwa.,noun,tincenye letisisekelo tenchubo noma inhlangano. / Kudzingeka imali lenyenti yekutakula sakhiwoncahnti sagezi lesibhidlikako eNingizimu Afrika.,verb,u vha na ṱhuṱhuwedzo khulwane kha tshiṅwe tshithu. / Risetshe yo sumbedza uri nḓivho yapo i ṱuṱuwedza hani u aluswa thyori ha kha sia iḽo ḽa ngudo.,noun,swiphemu swa masungulo swa sisiteme kumbe nhlangano. / Ku laveka mali yo tala swinene ku ponisa switirhisiwa swa gezi leswi nga ku weni laha Afrika-Dzonga.,noun,iingcenye zerherho nanyana zehlanagno ezisisekelo. / Kufuneka imali enengi ukusindisa umthangalasisekelo wegezi ebogabogako eSewula Afrika.,noun,amalungu esiseko enkqubo okanye ombutho. / Imali eyongezelelweyo iyafuneka ukulondoloza amaziko ombane akhoyo adilikayo eMzantsi Afrika.,noun,izingxenye ezinqala zento ethile. / Kudingeka imali ukuze kongiwe ingqalasizinda kagesi ebukeka ifadabala lapha eNingizimu Afrika.
icelda_academic_data_818,inherent,inherent,ya tlhaho,tlhago,-tlholego,-akheleke ngekhatsi,dzhiela,-tswariwanaswo,-ngokwendabuko,-eyemvelo,isici,adj / adjective,existing as an essential constituent or characteristic / An inherent part of the characteristics of an intervention for developing academic research writing is the set of design principles. / existing as an essential constituent or characteristic / Everyone has inherent dignity and the right to have their dignity respected and protected.,byvoeglike naamwoord,wat as ’n wesenlike bestanddeel of eienskap bestaan / Elkeen het inherente waardigheid en die reg dat hul waardigheid respekteer en beskerm word.,adj / adjective,e teng jwalo ka karolo ya bohlokwa kapa ya sebopeho / Motho e mong le e mong ka tlhaho o na le seriti le tokelo ya hore seriti sa bona se hlomphuwe le ho sireletswa.,adj / adjective,go ba gona bjalo ka motheo wo bohlokwa goba semelo / bja tlhago le tokelo ya gore boikgodišo bja bona bo hlomphiwe le go šireletšwa.,adj / adjective,-teng jaaka karolwana ya botlhokwa kgotsa pharologantsho ya botlhokwa. / Karolo ya tlholego ya dipharologantsho tsa tsenogare ya go simolola go kwala tlhotlhomiso ya akatemiki ke sete ya melawanatheo ya moakanyetso.,adj / adjective,kubakhona njengencenye noma luphawu lolubalulekile. / ngekhatsi yalokusha yekwakha yekutfutfukisa kubhalwa kwelucwaningo tinchubomgomo tekudizayina.,adjective / noun,zwi re hone sa thimbanywa kana tshiṱaluli tsha ndeme / Muṅwe na muṅwe u na tshirunzi tshe a dzhiela na pfanelo ya u ṱhonifhiwa ha tshirunzi tshawe na u tsireledzwa hatsho.,adj / adjective,leswi nga kona tanihi swichelwachelwana kumbe xivumbeko xa nkoka / Un’wana na un’wana u na xindzhuti xa le ngatini na mfanelo yo va na xindzhuti xa vona xo xiximiwa na ku sirheleriwa.,adj / adjective,ukuba khona njengengcenye nanyana itshwayo eliqakathekileko. / Ingcenye ekhona ngokwendabuko yamatshwayo wokulamula mayelana nokuthuthukisa ukutlolwa kwerhubhululo kezefundolinani lamarherho womtlamo.,adj / adjective,ekhoyo njengelungu elifunekayo okanye uphawu. / Njengenxenye yemvelo yeempawu zoncedo ekuphuhliseni ubhalo lophando lwemfundo yaseyunivesithi yiseti yeenqobo zokuyila.,adj / adjective,okukhona njengesici noma imfanelo ebalulekile / Wonke umuntu unesici sesithunzi kanye nelungelo lokuthi isithunzi sabo sihlonishwe futhi sivikelwe.
icelda_academic_data_819,inhibit,inhibeer,thibela,thibelo/thibela,kganela/thibela,vimbela,ṱoḓeaho,-aka,-khandela,-thintela,nqinda,verb,cause it to happen more slowly / Rapid inflation inhibits economic growth. / to prevent something from happening or cause it to happen more slowly / Rapid inflation inhibits economic growth.,werkwoord,voorkom dat iets gebeur of dit stadiger laat gebeur. / Vinnige inflasie inhibeer ekonomiese groei.,verb,ho thibela ntho e itseng ho etsahala kapa ho baka hore e etsahale butle. / Infoleishene e potlakileng e thibela kgolo ya moruo.,verb,go thibela se sengwe se direga goba re tla tlhola go direga ka bonya bjo bogolo. / Kgolo ka lebelo ya infleišene e thibela kgolo ya ekonomi.,verb,go thibela sengwe gore se se ke sa direga kgotsa go dira gore se direge ka iketlo thata. / Infoleišene ya ka bonako e kganela kgolo ya ikonomi.,verb,kuvimbela intfo kutsi yenteke noma kuyenta kutsi yenteke ngekunwabuluka. / Kwehla nekwenyuka kwemnotfo ngesivinini kuvimba kutfutfuka kwemnotfo.,adj,tshi tshila sa vhuvha hu no ṱoḓea. / Tshi ṱoḓeaho tshi no thusa vhukoni ha u ita risetshe ndi u tevhela milayo ya kuvhekanyelwe kwa zwithu.,verb,ku sivela xin'wana ku va xi humelela kumbe ku endla leswaku xi humelela hi katsongotsongo swinene. / Ku tlakuka hi xihatla ka iniflexini swi aka nkulo wa ikhonomi.,verb,ukubangela bona yenzeke kabuthaka khulu. / umnotho ukhule kabuthaka.,verb,ukuthintela into ekwenzekeni okanye ukudala ukuba yenzeke ngokucotha nangakumbi. / Ukuvuthelana okukhawulezayo kuthintela uhlumo loqoqosho.,verb,ukuvimbela into ethile ukuthi yenzeke noma uyenze ukuthi yenzeke kancane. / Ukwenyuka kakhulu kwamanani ezimpahla nokudla kunqinda ukukhula komnotho.
icelda_academic_data_820,initial,aanvanklik,qalong,mathomong,-pele/ntlha,-ekucaleni,kundisa,-sungula,-kokuthoma,-eyokuqala,okokuqala,adj / adjective,"occurring at the beginning / The initial intention was to provide only an indication of the infectiousness of the virus, but over time, the program expanded to raise awareness of measures to prevent infection. / occurring at the beginning / The initial stages of the disease are asymptomatic.",byvoeglike naamwoord,"wat aan die begin plaasvind / Die aanvanklike bedoeling was om die aansteeklikheid van die virus te beklemtoon, maar mettertyd is bewustheid ook gekweek van maatreëls om infeksie te voorkom.",adj / adjective,"ho etsahala qalong / Maikemisetso a qalong e ne e le ho fana feela ka pontsho ya tshwaetso ya vaerase, empa ha nako e ntse e feta, lenaneo le ile la atoloswa hore le hodise temoho ka mehato ya ho thibela tshwaetso.",adj / adjective,"e thoma mathomong / Maikemišetšo a mathomong e be e le go fa fela taetšo ya phetelo ya baerase, eupša ge nako e dutše e sepela, lenaneo la katološetšwa go godiša temošo ya ditekanyetšo go thibela phetelo.",adj / adjective,-diregang kwa tshimologong. / Dikgato tsa pele tsa bolwetse ga di bontshe ditshupo dipe.,adj / adjective,lokwenteka ekucaleni. / Tigaba tekucala tesifo kuba timphawu.,adjective / verb,u thivhela tshithu uri tshi bvelele kana u ita uri tshi bvelele nga u ongolowa. / Inifuḽesheni i kundisa nyaluwo ya ikonomi.,adj / adjective,"ku humelela emasungulweni / Xikongomelo xo sungula a ku ri ku nyika ntsena xikombiso xa vutluleri bya xidzidziharisi, kambe nkarhi wo tala, phurogireme yi engeteleriwile ku tlakusa vulemukisi bya swipimo swo sivela ku tluleta vuvabyi.",adj / adjective,"yenzakala ekuthomeni / Ihloso yokuthoma bekukunikela kwaphela ngelwazi lokuthetlelana ngengogwana, kodwana ngokukkhamba kwesikhathi, ihlelo linabise iindlela zokuyelelisa ukuze kukhandeleke ukuthelelana.",adj / adjective,ukwenzeka ekuqaleni. / Izigaba zokuqala zesifo zi-asymptomatic.,adj / adjective,"okuvela ekuqaleni / Injongo yasekuqaleni yayikuhlinzeka kuphela ngenkomba yokutheleleka ngegciwane, kodwa ngokuhamba kwesikhathi, uhlelo lwakhula ukuze lunikeze ulwazi lwezindlela zokuvikela ukutheleleka."
icelda_academic_data_821,initiate,begin,kgothaletsa,thoma,simolola,cala,rangela,-sungula,-hlongoza,-qala,qala,verb,"to set in motion, start an event or prepare the way for / She proposes to initiate discussions on planning the event. / to set in motion, start an event or prepare the way for something / She proposes to initiate discussions on planning the event. / to start / Extroverts initiate a conversation more easily than introverts who listen better. / to start or set in motion / The university initiated investigations of fraud against the administration. / to start or set in motion / the administration.",werkwoord,aan die gang (laat) kom / Ekstroverte begin ’n gesprek makliker as introverte wat beter luister.,verb,"ho tsamaisa, qala ketsahalo kapa ho hlophisa tsela ya yona. / O sisinya ho kgothaletsa dipuisano tsa ho rala ketsahalo ena.",verb,"go dira gore go direge, go thome goba go beakanywe tsela ya. / O šišintše go thoma dikahlaahlo tša go beakanya tiragalo.",verb,go simolola / Batho ba ba ratang go bua go bonolo ka bone go simolola motlotlo go feta ba ba ditlhong ba bone ba dirang botoka mo go reetseng.,verb,kucala / Tinchavitsi ticala inkhulumo malula kunalabo labakhulumela ngekhatsi labalalela ncono.,adj / verb,zwi ḓa mathomoni. / Maga a u rangela a vhulwadze ha ḓivhonadzi.,verb,xihumelelo kumbe ku lulamisela xo karhi ndlela. / U ringanyeta ku sungula mivulavurisano eka makunguhatelo ya xihumelelo.,verb,"ukukhambisa, ukuthoma isehlakalo nanyana ukwenza amalungiselelo waso. / Uhlongoza ukuthoma iingcoco ngokuplana isehlakalo.",verb,"ukufaka entsebenzweni, ukuqalisa isiganeko okanye ukusilungiselela indawo. / Uphakamisa ukuqala iingxoxo zokucwangcisa isiganeko.",verb,qala umcimbi noma lungiselela indlela yawo. / Uhlongoza ukuqala izingxoxo mayelana nokuhlela lo mcimbi .
icelda_academic_data_822,initiated,geïnisieer,qadilweng,thomile,simolotse,lecalwe,thoma,kondletela,-kuthoma,iqalise,qalisiwe,adjective,having begun a process / Peter’s skilfully initiated conversation led to fruitful discussions between people who had never wanted to talk before.,byvoeglike naamwoord,wat ’n proses begin het / Peter se vaardig geïnisieerde gesprek het gelei tot vrugbare gesprekke tussen mense wat vantevore nooit wou praat nie.,adjective,tshebetso e qadilweng / Peter o hlahisitseng dipuisano tse nang le ditholwana pakeng tsa batho bao le ka mohla ba eso ho kang ba batla ho bua le pele.,adjective,go ba o thomile tshepetšo / Poledišano ya bokgoni yeo Peter a e thomilego e dirile gore go be le dipoledišano tša mohola gare ga batho bao ba bego bas a nyake go bolela pele.,adjective,simolotse thulaganyo nngwe / Motlotlo o Peter a o simolotseng ka tsela e e botswerere o ne wa feleletsa ka motlotlo o o nang le matswela mo gare ga batho ba ba neng ba sa batle go bua pele.,adjective,sewucale inchubo / Inkhulumo lecalwe ngebuhlakani yaPeter iholele kutinkhulumo letinhle emkhatsini webantfu labangamange bafune kukhuluma kucala.,adjective,u vha wo thoma maitele / Vho Peter vho thoma nyambedzano lwa vhuṱali ye ya livhisa kha therisano dzi aṋwaho mitshelo vhukati ha vhathu vhe vha vha vha sa ṱoḓi u amba u thomani.,adjective,ku va u sungula endlelo / Hi vuswikoti Peter u kondleterile mbulavurisano lowu nga fikisa eka mikarhi yo vuyerisa exikarhi ka vanhu lava va nga si tshamaka va vulavula ku sungula.,adjective,sele athome ngehlelo / UPeter usebenzise ubukghoni bakhe ukuthoma ngomcociswano obe yipumelelo hlangana kwabantu ebebangafuni ukukhul nangabe ngaphambilini.,adjective,iqalise inkqubo / Ingxoxo eqaliswe nguPeter ngobuchule ikhokelele kwingxoxo ezibalulekileyo phakathi kwabantu ebebengafuni ukuthetha ngaphambili.,adjective,ukuqalisa inqubo / UPeter waqalisa ngokunekhono ingxoxo eyaholela ezingxoxweni eziwusizo phakathi kwabantu ababengafuni ukukhuluma ngaphambilini.
icelda_academic_data_823,initiation,inisiëring,qadiso,thomo,go simolola,kucala,vhuthomi,nkondletelo,ukuthoma into,ukuqalisa,ukuqalisa,noun,process of preparing the way or starting an event / The initiation of an investigation into allegations of fraud at the university has been welcomed. / process to start something / I am amazed at Pieter’s skillful initiation of conversation between people who had never wanted to talk to each other before.,naamwoord,proses om iets te begin / Ek is verstom oor Pieter se vaardige inisiëring van gesprekvoering tussen mense wat voorheen nooit met mekaar wou praat nie.,noun,tshebetso e lokisetsang tsela kapa ho qala ketsahalo / Qadiso ya diphuputso dipolelong tsa boshodu yunivesithing e ile ya amohelwa.,noun,tshepetšo ya go beakanya tsela goba go thoma tiragalo / Thomo ya nyakišišo go mabarebare a ]boradia mo yunibesithi di amogetšwe.,noun,thulaganyo ya go baakanyetsa tsela kgotsa go simolola tiragalo / Go simololwa ga dipatlisiso tsa bonweenwee kwa yunibesithing go ile a itumelelwa thata.,noun,inchubo yekucala lokutsite / Ngimangala indlela yaPeter yekucala inkhulumo emkhatsini webantfu labebangafuni kukhulumisana ngaphambilini.,noun,maitele a u lugisela nḓila kana u thoma tshiwo / Vhuthomi ha tsedzuluso kha mavharivhari a vhufhura yunivesithi ho ṱanganedzwa.,noun,endlelo ro lulamisa ndlela kumbe ku sungula xanchumu / Nkondletelo wa ndzavisiso eka milumbeto ya vukanyisi eyunivhesiti wu amukeriwile.,noun,ihlelo lokulungiselela ukuthoma nofana indlela yokulungiselela ukuthoma isehlakalo / Ukuthoma ngephenyo leensolo zobukhwabanisi eyunivesithi lamukelekile.,noun,inkqubo yokulungiselela indlela okanye ukuqala umsitho / Ukuqalisa uphando kwiintsolo zobuqhetseba eyunivesiti kwamkelwe.,noun,inqubo yokulungiselela indlela noma yokuqalisa isenzakalo / Ukuqaliswa kocwaningo lwezinsolo zokukhwabanisa enyuvesi kuye kwamukelwa.
icelda_academic_data_824,initiative,inisiatief,boikitlaetso,kgopolo,itshimololela,emandla ekucala lokutsite,vhurangeli,matshalatshala,umtlamo,inyathelo lokuqala,isinyathelo,noun,independent action / A person with initiative takes on new challenges with ease.,naamwoord,onafhanklike optrede / Iemand met inisiatief pak met gemak nuwe uitdagings aan.,noun,ketso e ikemetseng / Motho ya nang le boikitlaetso o nka diphephetso tse ntjha a phutholohile.,noun,kgato ya go ikema / Motho yo a nago le kgopolo ya go lebana le ditlhohlo tše difsa bonolo.,noun,kgato e o itseelang yone ka bowena / Motho yo o kgonang go itshimololela dilo ka boene go nna bonolo ka ene go amogela kgwetlho.,noun,sinyatselo lesitimele / Umuntfu lonemandla ekucala lokutsite utsatsa tinsayeya letinsha malula.,noun,nyito yo ḓiimisaho / Muthu a re na vhurangeli u livhana na khaedu ntswa zwi tshi leluwa.,noun,endlelo ro ntshuxeka / Munhu loyi a nga ni matshalatshala u teka mitlhontlho leyintshwa ku olova.,noun,isenzo esizijameleko / Umuntu onomtlamo uqalana neentjhijilo ezitja ngaphandle kbudisi.,noun,inyathelo elizimeleyo / Umntu onenyathelo lokuqala ujongana nemingeni emitsha ngokulula.,noun,isenzo esizimele / Umuntu ozithathela isinyathelo wenza kalula izinto eziyinselele.
icelda_academic_data_825,innate,ingebore,ya tlhaho,ya tlhago,-tlhago,kutalwa ne-,thoma,xa le ndzeni,-ngokwemvelo,-eyemvelo,kwangaphakathi,adj / adjective,forming a natural part of something / All humans have an innate moral compass.,byvoeglike naamwoord,wat ’n natuurlike deel van iets uitmaak / Elke mens het ’n ingebore morele kompas.,adj,ho theha karolo ya tlhaho ya ntho e itseng. / Batho bohle ba na le tataiso ya tlhaho ya boitshwaro.,adj,go dira karolo ya tlhago ya se sengwe. / Batho ka moka ba na le mekgwa ya tlhago ye e lego ka gare ga bona.,adj,-bopang karolo ya tlholego ya sengwe. / Batho botlhe ba na le khompase ya tlhago ya boitshwaro jo bontle.,adj,kuba yincenye leyimvelo yentfo letsite. / Bonkhe bantfwa batalwa nesimilo.,verb,"u ritha, u sima zwiitei kana u lugisa nḓila. / U dzinginya u thoma therisano dza u pulanela vhuṱambo.",adj,ku vumba xiphemu xa ntumbuluko xa xin'wana. / Vanhu hinkwavo va ni swipimo swa matikhomelo swa le ndzeni.,adj,ukubumba ingcenye yemvelo yento ethileko. / Boke abantu banemikghwa abanayo ngokwemvelo.,adj,ukuyila inxenye yemvelo yento. / Bonke abantu banothuku lwemvelo lobuntu.,adj,ukuba yingxenye yento ethile. / Bonke abantu banento nje engaphakathi kubo ekwazi ukubatshela ukuthi bakwazi ukwehlukanisa okulungile nokungalungile.
