id,eng,afr,xho,ssw,nbl,nso,ven,tso,sot,tsn,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info
dsac_pharmacy_first_edition_355,intramuscular,binnespiers / intramuskulêr,-tofa esihlunwini / -hlaba inaliti esihlunwini,-ngekhatsi emisipheni,-emisipheni / -emisitjheni,-gare ga mešifa / -gare ga digoba,misiphani,-ndzeni ka mpfimbi,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_356,intravenous,binneaars / intraveneus,-tofa emthanjeni / -hlaba inaliti emthanjeni,-ngekhatsi emitsanjeni,-ngemthanjeni,-gare ga ditšhika madi,tsingani,-ndzeni ka nsiha,,,adjective,an injection,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_357,in vitro fertilisation / test-tube conception / IVF,in vitro-bevrugting / proefbuisbevrugting,ukuchumisela ngaphandle kwesibeleko,kumitsisela eshubhini,ukumithisela ngetjhubhini,kimontlepopelo,vhukolisi nga nnḓa ha mbumbelo,nyimbisaxilaboratari / mithiselo ehandle ka xivelekelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_358,in vivo,in vivo,-ngaphakathi kokuphilayo,-ngekhatsi kulokuphilako,-ngakokuphilako / -ngaphakathi kokuphilako,-mmeleng,ḽiedza kha zwi no tshila,-exihanywini,,,adjective,in a living organism,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_359,iron / Fe,yster,iayoni,i-ayoni,i-ayoni,ayone,ayoni,ayoni,,,,nutrition,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_360,irritable bowel syndrome / IBS,prikkelbaredermsindroom / PDS,isigulo sokukhathaza kwesisu / i-IBS,mahlalakhona wesisu / sisuncelencele,ihlanganisela yamatshwayosifo wamathumbu,bolwetšitshwenyomala,sinḓiromumbaisamalani / sinḓiromumbaisadangani,ntlawa wa swikombetamavabyi swa le ndzeni,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_361,ketone,ketoon,ikhithoni,ikhethoni / ihomoni leyakheka uma kushoda i-insulini,ikhithoni,khethoune,khithounu,khithoni,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_362,ketosis,ketose,ikhithosisi,ikhethosisi / kwakheka kwekhethoni uma kushoda iglukhosi,ikhithosisi,khethosisi,khithosisi,khithosisi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_363,kidney,nier,intso,inso,iso,pshio,tswio,yinsu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_364,kidney stone,niersteen,ilitye elisezintsweni,litje lenso,ilitjana leso,leswikanapshio,thombwanatswioni,ribyeyinswini,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_365,kidney transplant,nieroorplanting,ufakelontso,kufakelwa inso,ukufakelwa iso,pšalollopshio,vhudzheniswatswio,nsimulansimeko wa yinsu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_366,labile,labiel / onstabiel,-buthathaka kwimo engeyoyayo / -ntengentenge / -alana nemo engeyoyayo,-ngasimami / -ngahlaliseki,-ngakanzinzi,-fetofetogago,khemikhalashanduki,-cincaka hi ku olova,,,adjective,chemistry,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_367,lactic acid,melksuur,isinkantsisi / ilakthikhi asidi,lokulatisako / i-esidi yemaphelekece,i-esidi yemisipha,esitilakithiki,esidi ya ḽakithiki / dungi ya ḽakithiki,lakitikiasidi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_368,lactogen,laktogeen,ilakthojini,siphakatsisi,isehlisibisi / ilakthojini,setšweletšamaswi / lakhthotšene,homonuṱhuṱhulamikando / ḽakithodzheni,xipfunetakendlamasi / lakithojeni,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_369,lactose / milk sugar,laktose / melksuiker,iswekile yobisi / ilakthosi,ilakthosi / shukela welubisi,itjhukela yebisi / ilakthosi,swikirimaswing / lakethose / lakethousu,swigiri ya mafhi / ḽakithousu / ḽakthousu,chukelamasini,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_370,lactose intolerance,laktose-intoleransie / laktoseonverdraagsaamheid,ukwaliwa lubisi,kwaliwa ngushukela welubisi / kwaliwa yilakthosi,ukwaliwa yitjhukela yebisi / ukwaliwa yilakthosi,seilaswikirimaswi / kganoswikirimaswi,u haniwa nga swigiri ya mafhi / u haniwa nga ḽakithousu,vualachukelamasini,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_371,large simple trial / LST,groot eenvoudige proef,isampuli ebanzi yolingophando / isampuli enabileyo yophando / isampuli enkulu yophando,lulingolunyango lolubanti,ilingelelo elilula ngabanengi,tekobathontšhi / teko ya kgoparara,ndingondeluwa kha vhalwadze vhanzhi,ndzingetoxitshungu wo olova,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_372,larynx,larinks / strottehoof,ingqula,ligilo,igilo,kodu,gulokulo,kholokholo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_373,latent heat,latente warmte / latente hitte,ubushushu obungatshintshiqondo,kushisa lokwanele / kushisa lokudzingekile,umtjhiso orhwamukisako,phišoletšego,mufhiso wo dzumbamaho,rihisonkaswikombo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_374,latent period / incubation period,latente periode / inkubasietydperk,ixesha lokufukama kwentsholongwane,sikhatsi sekutifihla kwesifo / sikhatsi sekubhaca kwesifo,isikhathi sokuzifihla kwesifo / isikhathi sokuzifihla kobulwele,paka ya khukhušo ya bolwetši / pakaletšegolwetši / pakakhutalwetši,tshifhinga tsha musi vhulwadze vhu sa athu vhonala / tshifhinga tsha tshayatsumbadwadze,nkarhi wa nkaswikombeto,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_375,laxative / laxant,lakseermiddel / purgeermiddel,iyeza lokurhudisa / iyeza lokukhulula isisu,sihlamululisisu / sigijimisisisu / sishekisi,isikhambisindeni / isigijimisindeni,setšhološi / segofiši,tshirithadangani / tshishulusi / tshigubisi / tshihudisi,xichulukisi / xihlantswandzeni / xichunchandzeni / xihudisi,,,,,,,,,,,,,,,,,,eswiharhini,,,,
dsac_pharmacy_first_edition_376,lead poisoning,loodvergiftiging / loodvergifting,ukutyhefwa yilothe,kudla butsi bemthofu,itjhefu yomthofi,mpholorodi,mulimo wa mutobvu,nchefuhatoxikope / nchefuhatongwidi / nchefuhatomuthovhu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_377,lethal dose / fatal dose,dodelike dosis / fatale dosis / letale dosis,umlinganiselo onokubulala,silinganisomutsi lesibulalako / umtsamomutsi lobulalako,isilinganiso esibulalako,tekanyohlarekotsikotsi,phimotshifu ya mushonga,mpimamurhi lowu dlayaka,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_378,leukaemia / leukemia,leukemie / bloedkanker,umhlaza wegazi / ilukhimiya,umhlata wengati / umdlavuta wengati / ilukhemiya,ikankere yeengazi / ilukhemiya,kankeremadi / lukhemia,ṱhahala ya malofha / ḽukhemia / khentsa ya malofha,mfukuzani ya ngati / mfukuzana ya mongo / lukhimiya,,,Great Britain,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_379,ligand,ligand,iligandi,iligendi,ilijendi,sekgomarelafihlišamolaetša / sekgomarelaseišamolaetša,tshinambatedzi tsha phurotheini,xidamarhelaphurotheni,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_380,linctus,linktus,ilinkthasi / iyeza lokhohlokhohlo olomileyo,umutsi wekukhwehlela / ilinkthasi,umhlobo wesihlahla sokukhohlela / ilinkthasi,linkithase,ḽinkithasi,murhi wa mukhuhlwanamikolo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_381,liver,lew,isibindi,sibindzi,isibindi,sebete,tshivhindi,xivindzi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_382,local anaesthesia / local anesthesia,plaaslike verdowing,ukudoma indawo,sidzambisimiva esitfweni lesitsite,ukudambisa imizwa yesitho,seidibatšalefelwanammele,tshidzidzivhadzitshapo,xidzidzihataxirho,,,Great Britain,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_383,long-term care / LTC,langtermynversorging / langtermynsorg,ukongiwa kwexesha elide,lwelapho lwesikhatsi lesidze,itlhogomelo lesikhathi eside / itjhejo lesikhathi eside,tlhokomelonakotelele,ṱhogomelo ya tshifhinga tshilapfu / ndondolo ya tshifhinga tshilapfu,vuongori bya nkarhi wo leha / vutshunguri bya nkarhi wo leha / nhlayiso wa nkarhi wo leha,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_384,lozenge,suigtablet / suigpil,ipilisi emuncwayo / ilozenji,simunyelwamphimbo / liphilisi lemphimbo / ilozenji,ipilisi lomphimbo / iswidi lomphimbo,philisimonwa / losentše,ḽegeremushonga / ḽozenzhe,ximunyungelwa mikolo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_385,lymphatic system,limfstelsel / limfatiese stelsel,inkqubo yeemvulaphu yokhuselomzimba,luhlelomantfweshu lolukhipha kungcola naboshevu emtimbeni / luhlelolimfu,irherho lokuzihlambulula komzimba,mohwapeakanyotaololemifi,sisiṱeme ya ḽimpfithiki / sisteme ya ḽimpfithiki,sisiteme ya matana ya ngati,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_386,magnesium / Mg,magnesium,imagneziyam,imagneziyamu,imagneziyamu,makenesiamo,magineziamu,magineziyamu / Mg,,,,nutrition,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_387,magnesium stearate,magnesiumstearaat,imagneziyam stereyithi,sitsambisiphilisi,imagneziyamstireyithi,makenesiamosetereiti,magineziamu siṱereithi,xirhetisaphilisi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_388,maintenance dose / maintenance dosage,instandhoudingsdosis,umlinganiselo wolondolozonyango,silinganisomutsi sekugcina bunjalo bemtimba / silinganisomutsi sekusimamisa umtimba / silingananisomutsi lesidzingeka emtimbeni,isilinganiso sokulonda umzimba,tekanyetšohlaretaolo,phimondinganyiso,mpimamurhinhlayiso,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_389,malignant,kwaadaardig / maligne,unwenoseli olunobungozi,-nebungoti / -nekubulala,-bukhali / -bulalako,-kotsi,khombo / shushaho / maḽiginenthe,-khombo,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_390,manganese / Mn,mangaan,imanganizi,imanganisi,umagazini,mankanese,manganisi,manganizi,,,,nutrition,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_391,maternity hospital,kraamhospitaal / kraaminrigting,isibhedlele sokubelekisa,sibhedlela sekubelekela,isibhedlela sokubelethisa,bookeloimana,vhuongeloni ha vhaimane / sibadela tsha vhaimane,xibedhlelevuyimana,sepetlele sa boimana,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_392,mechanistic study,meganistiese studie,uphononongosigulane ngeyeza,lucwaningosigulane ngemutsi,irhubhululo ngesifo nofana ngesigulani,nyakišišolwetšihlare,ngudoṱhoḓulusavhulwadze,ndzavisisavuvabyi hi murhi / ndzavisisamatirhelo ya miri hi murhi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_393,medical condition,mediese toestand,isigulo,kugula,ukugula,seemophelo / seemokalafo,nyimele ya vhulwadze,vuvabyi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_394,medical record,mediese rekord,irekhodi yesigulane,lirekhodi lesigulane,irekhodi lesiguli,rekhotobolwetši,rekhodo ya dzilafho,rhekhodo ya swa vutshunguri,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_395,medical waste,mediese afval,inkunkuma yezonyango,imfucuta yetekwelapha / imfucumfucu yetekwelapha,okulahlwako kezokwelatjhwa,dilahlwakalafo,malaṱwa a zwa ngalafho,malakatsa ya swa vutshunguri,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_396,medication adherence,medikasiegetrouheid,ukulandela imigqaliselo yonyango,kulandzela timiso tekwelashwa,ukulandela imilayelo ngesihlahla / ukulandela iinqintelo ngesihlahla,go latela taelelohlare / tatelonaneohlare,u tevhela mulayo wa zwa ngalafho,ndzandzelelamatirhiselo ya murhi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_397,medication compliance,medikasievoldoening / medikasienakoming,ukuthobela imigqaliselo yonyango,kutfobela imiyalo yekwelapha / kutfobela timisokwelapha / kutfobela timisolunyango,ukuthobela imilayelo yesihlahla / ukuthobela iinqintelo ngesihlahla,kobamelotšhomišohlare,vhutevhedzadzilafho ḽo randelwa / thevhedzadzilafho ḽo randelwa,ndzandzelelavutshunguri,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_398,medication persistence,medikasievolhouding,ukubambelela kunyango,budze bekwelapha,isikhathi esibekelwe ukwelatjhwa / ubude besikhathi sokwelatjhwa,pakatšhomišohlare,tshifhingambetshelwa dzilafho,mphikelelamatirhelo ya murhi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_399,medication reconciliation,medikasierekonsiliasie,uhlengahlengisomayeza,kucatsanisa nekuvumelanisa kwemitsi,ukuthonyaniswa kweenhlahla,tsinkelopapetšohlare,khonanyamishonga,mfananisomurhi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_400,medication shortage,medisynetekort / medikasietekort,ukunqongophala kwamayeza,kwesweleka kwemitsi,ukutlhayela kweenhlahla,tlhaelelohlare,ṱhahelelomushonga,nkayivelamurhi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_401,medulla,medulla,imedula,imedula / lingekhatsi lesitfo,imedula,medula,meduḽa,medula,,,,most internal part of e.g. organ,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_402,meiosis,meiose,imeyosisi,imeyosisi / kutiphindzaphindza kwenhlayiya,ukuzandisa kweseli / imeyosisi,katišosele / meyosisi,vhuandisatsiki / vhuandisasele,vutiandzisaisele / mayosisi,,,,genetics,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_403,melanoma,melanoom,imelanoma,imelanoma / umdlavuta wesikhumba,umhlobo wekankere yesikhumba / imelanom,kankeretlalo / melanoma,ṱhahala ya lukanda / khentsa ya lukanda / pfuko ya lukanda,mfukuzana ya nhlonge / melanoma,,,,skin cancer,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_404,melatonin,melatonien,imelathonini,ihomoni lesita kulala / imelathonini,ihomoni elawula ukulala / imelathonini,homouneserobatši / melathonini,homounundangaeḓela / homoununyeḓedzi / meḽathonoini,homoni yo lawula maetlelelo / melathonini,,,,hormone,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_405,menopause,menopouse,ukuyeka ukuya exesheni / imenophozi,kungasayi esikhatsini / kungasagezi / imenophozi,ukungasahlambi / imenophosi,kemoruritlhapo / menophose,u ima u ya maḓuvhani lwa tshoṱhe / u sa tsha vhona maḓuvha / u khauwa ha maṱambo / menephousu,nkhaluton’hweti / menophoso,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_406,mercurial ointment / blue ointment,kwiksalf / blousalf,isithambiso semetyhuri,umutsi wemekhyuri,isalufu yemekhyuri,setlolomekhuri,mushonga wa nnda / mushonga wa mekhuri / mapfura a mekhuri,mafurha ya mekhuri,,,Archaic,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_407,metabolic rate,metaboliese tempo,izinga loguqulokutya emzimbeni,lizinga lekugaya kudla emtimbeni,izinga legayokudla emzimbeni / izinga lesilokudla emzimbeni,kelotšhilego / methapollikireiti,muelomethaboḽizimu / phimomethaboḽizimu,mpimampfuveloseleni / mpimanghayeloseleni,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_408,metabolism,metabolisme,uguqulokutya emzimbeni,kugaya kudla emtimbeni / imethabholizimu,igayokudla emzimbeni / isilokudla emzimbeni / imethabholizimu,tšhilegokhemikhale / methapolisime,methaboḽizimu,mpfuveloseleni / nghayeloseleni,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_409,metabolite,metaboliet,isicolwa,umkhicito wekugaya,okugayiweko / okusiliweko,setšweletšwatšhilo / methapolaete,tshibveledzwa tsha methaboḽizimu,mbuyelampfuveloseleni / mbuyelanghayeloseleni,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_410,metastasis,metastase / uitsaaiing,ukunaba komhlaza,lwenabosifo emtimbeni / kusabalala kwesifo,ukusabalala kwekankere / ukurhatjheka kwekankere,kekokankere / phatlalalokankere,phaḓalalo ya ṱhahala / phaḓalalo ya khentsa / phaḓalalo ya pfuko,hangalakomfukuzana,,,,spread of cancer cells,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_411,microscopic,mikroskopies,-bonwa ngesibonakhulu / -ngenakubonwa ngeliso lenyama,-ngenakubonwa ngeliso,-ngabonakali ngelihlo lenyama / -ngabonwa ngamehlo,-nyenyane / -bonwago fela ka maekherosekoupu,tshayambonwa,-nga voniwaka hi xivonantsongo,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_412,midwife,vroedvrou,umzalisi / umbelekisi,umbelekisi,umbelethisi,mmelegiši,mubebisi,sungukati / muvelekisi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_413,migraine,migraine / skeelhoofpyn,imayigreyini / intloko enkentezayo,inhloko lenkenketsa sikhatsi lesidze / imayigreyini,imayigreni,hlogokgolo / maekereine,phanzaṱhoho / maigreini,ximawu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_414,milk powder,melkpoeier,ubisi olungumgubo,lubisi lolusamphuphu,ibisi lepuphu / ibisi lepuyere,maswilerole,luvhanda lwa mafhi,masi ximapa,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_415,mitosis,mitose,imayithosisi,imayithosisi / kwehlukana kwetinhlayiya,ukuzihlukanisa kweseli / imayithosisi,katosele / maethosisi,mathosisi / seledovholola / tsikindovholola,nkavano wa sele,,,,cell division,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_416,moiety,gedeelte / deeltjie / deel,inxenye yemoletyhuli / imoyethi,incenye yemolekhyuli,ingcenye yemolekhyuli / imoyethi,mowethi,moethe,xiphemu xa molikhulu,,,,chemistry,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_417,molybdenum / Mo,molibdeen,imolibhdenam,imoledinamu,imolebdenamu,molidenamo,moḽibudemu,molibidenamu,,,,trace mineral,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_418,morphine,morfien / morfine,imofini,imofini / sidzambisitinhlungu,umhlobo wesibulaliinhlungu / imofini,mofini,mofini,mofini,,,,medicine,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_419,mother liquor / mother lye,moederloog,intsalela yealkhoholi,insalelaluketjeti,umtshego,hloa / šifa,maṱuḓelo / masia,xihalakixidzinsalo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_420,motion sickness,reissiekte / bewegingsiekte,ukuguliswa yintshukumo yesithuthi,kuguliswa tigitjelwa letihambako,ukuphakanyelwa ziimbindi ngokukhamba ngeenkhwelo,lehlatšomodukologo,vhulwadzembangwa nga tshinamelwa / mudzunguluwo,ku vabyisiwa hi xifambo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_421,mottling,vlekking,uxubekogwenxa lwepilisi,kungapendeki kahle kweliphilisi,ukuvelela kombala kevangiweko / ukuvelela kombala kefakiweko,phatlalatšommalaphilisi,u dombela ha mivhala i sa lingani kha philisi / mothiḽiṅi / mothḽiṅi,nkwalalo,,,,on e.g. tablets,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_422,mucus,mukus / slym,uxakaxa / umfinya / umkhunyu,lokusamafinyila,ithwethwesi emzimbeni,mamina / mukhase,maduda / lumilaḓi / tshilangwa,marhimila,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_423,multivitamin,multivitamien / multivitamine,intlanganisela yeevithamini,inhlanganiselamavithamini,ihlanganisela yamavithamini,vithamenentši,vithaminimvanganywa,vhitamininyingi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_424,muscle relaxant,spierverslapper,isiswabululizihlunu,sitsambisiticubu / sitsambisimisipha,isithobimisipha / isiledlhisimisipha,seotlollamešifa / seotlolladigoba,tshileḓisamisipha,xiolovisampfimbi / xiololamisiha,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_425,muscular system / musculature,spierstelsel / muskulatuur,isixokelelwano sezihlunu,luhleloticubu / luhlelomisipha,irherho lemisipha,mokgwapeakanyošifa / peakanyo wa digoba,sisiṱeme ya misipha / sisteme ya misipha,sisiteme ya mipfimbi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_426,musculoskeletal system,muskuloskeletale stelsel,uphahla lomzimba,luhlakamtimba,irherho lephahla / lamathambo nemisipha,mokgwapeakanyošifarapo,sisiṱeme ya marambo na misipha / sisteme ya marambo na misipha,sisiteme ya nkongotlomipfimbi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_427,mutagen,mutageen,isitshintshisakhi sofuzo / imuthajeni,siguculisakhilufuto,isibangitjhuguluko sesakhi sefuzo / isibangitjhuguluko sesithako sefuzo,sefetošatšini,mbangapfuko / mbangaṱhahala / mbangakhentsa,xicincajeni / xicincaxilawulamatirhelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_428,mutation,mutasie,utshintshosakhi sofuzo,ingucukosakhilufuto,ukutjhuguluka kwesakhi sefuzo / ukutjhuguluka kwesithako sefuzo,phetogotšini,tshandukisavhuvha,ncinco wa jini,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_429,myalgia / muscle pain,mialgie / spierpyn,iingqaqambo zezihlunu,buhlungu bemisipha / buhlungu beticubu,ubuhlungu bemisipha,sehlabišifa / sehlabigoba,mbavhamisipha / maiḽeidzhia,ku vava ka mpfimbi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_430,myopia / nearsightedness,miopie / bysiendheid,isifo sokungaboni kude,sifo sekungaboni khashane,isifo sokubonela eduze / ubulwele bokubonela eduze,ponelokgauswi,mbonelatsini,ku vona kusuhi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_431,naphthalene,naftaleen,inafthalini,zamlandela / litje lemvunya / inafthalini,ummode,nafothalini,nafuthaḽini,nafithalini,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_432,narcosis,narkose,ukuyotywa,sifo sekusawoteka,ubunghanghabali / inakhosisi,borokogolohlolwakenakhothiki / nakhosisi,nzidzivhalo / nakhothiki,ntitivalo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_433,narcotic,narkotikum / narkotiese middel / dwelmmiddel / dwelm,isiyobisi,sidvungamiva / inakhothikhi,isidakamizwa,diokobatšithulanolemolao / nakhothiki,nakhothiki,nakhotiki,,,,"illegal drug, heroin",,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_434,nasal,nasaal / neus-,-empumlo,-kwetimphumulo,-phathelene nepumulo,-nko,ningo,-nhompfu,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_435,nasal spray / nasal mist,neussproei,isipreyi seempumlo,sifutfo setimphumulo,isifufuzeli seempumulo,sefafatšanko,tshifafadzeliningoni,xifufutelanhompfu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_436,nausea,naarheid / mislikheid,isicaphucaphu,kunyakuleka,ukuphakanyelwa ziimbindi / ukuyabuka,go feroga dibete / go sellega,tsilingwane,ku yima timbilu / ku hlamba timbilu / ku dlamuka,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_437,nebuliser,nebuliseerder / verstuiwer,isivulimiphunga / inebhlayiza,umshinisivulamaphaphu / inebhlayiza,umtjhini wesivulirherho lokuphefumula / inebhlayiza,motšhenesebulamafahla / nepulaesa,nebuḽaiza / tshivulakhana,nebulayizara / xipfulaxifuva,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_438,necrosis,nekrose / weefselafsterwing,inikhrosisi,imphehla / inikhrosisi,ukufa kwamaseli nofana amathitjhu / inekhrosisi,lehusele / lehuthišu / nekherosisi,vhufatsiki / vhufasele / nekhurosisi / nekhrosisi,ku fa ka tisele / nekhirosisi,,,,death of living cells or tissue,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_439,neon / Ne,neon,iniyoni,iniyoni,iniyoni,neyone,niyoni,niyoni,,,,noble gas,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_440,neoplasm,neoplasma,iniyoplazim / ukwanda kweeseli okungalawulekiyo / amatywina,lokungaba simila lesigulisanako nalesingagulisani / lokungaba simila lesinebungoti noma lesingenabungoti / iniyoplazimu,ukwanda kwamaseli okungalawulekiko / iniyoplazimu,kgolophetišosele / neyopholaseme,tsikiphirandingano,andzonkalawuleko wa tisele,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_441,nephritis,nefritis / nierontsteking,ukukrala kwezintso,kuvuvuka kwetinso / kudvumba kwetinso,ubuhlungu beziso / ukufutha kweziso,tšhatšhamelothurugopšio / neferaethisi,nzwimbatswio,mpfimbayinsu / ndzhumbelayinsu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_442,nephrotoxin,nefrotoksien / nefrotoksine / niertoksien / niertoksine,ityhefu ehlasela izintso,butsi lobuhlasela tinso,itjhefu esahlela iziso,mpholopšio,mulimoṱhaselatswio / nefurothokizimu,xihlaselayinsu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_443,neuralgia,neuralgie / senupyn / senuweepyn,iingqaqambo zemithamboluvo,kucacamba kwemitsambo,iinhlabi zemizwa,sehlabimethapo / neyarelatšia,tshithavhi kha tsinga,xitlhavi xa misiha,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_444,neurotoxin,neurotoksien / neurotoksine / senuweetoksien / senuweetoksine / senutoksien / senutoksine,ityhefu ehlasela imithamboluvo,butsi lobuhlasela imitsambo,itjhefu esahlela imizwa,mpholomethapo,mulimoṱhaselavhuṱaledzi,xihlaselamisiha,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_445,nucleolus,nukleolus / kernliggaampie,inyukliyolasi,umnyombo wenhlayiya / inyukliyilolasi,inyutliyolasi,nyutleleolase,nyukiḽioḽasi,nyutliliyolasi,,,,,,,,,,,,,,,,,,,,,,
