id,eng,afr,nbl,xho,zul,nso,sot,tsn,ssw,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
statssa_multilingual_statistical_terminology_56,Special dwellings,Spesiale woning,Indawo yokuhlala ekhethekileko,iindawo zokuhlala ezikhethekileyo,Indawo yokukhoselisa,Madulo ao a ikgethilego,Bodulo bo kgethehileng,Mannokgethego,Inkopholo / Ihhositela,Vhudzulo ha tshipentshela / Vhudzulo ha ndivho nthihi,Vutshamo byo hlawuleka,category: Construction,"definition: Dwellings or structures not privately occupied by a household but rather by individuals with one or more common characteristics. Note: Occupants are usually provided with communal meals served from a common kitchen. Other facilities such as bathrooms and laundries are also shared. These dwellings include institutions such as hospitals, prisons, homes for special-care citizens (e.g. aged, disabled, juvenile offenders, etc.), boarding schools and some workers' hostels",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_57,Wattle and daub,Paal-en-kleiwerk / Lat-en-kleiwerk,Ukwakha ngomthelo / Ngekghokgho,"umnyomfo, ukwakha ngezinti nodaka",Ukwakha ngezintungo nodaka,Mokgwa wa go aga mokutwana,Mohlongwafatshe,Dikota le Mmu,Kwakha ngeludzaka / Tindlu letibhadziwe,U fhaa nga basha na u nama,Dlhadlha,category: Construction,definition: A traditional construction method whereby walls are built with wooden sticks / poles and covered with mud or a mixture of mud and clay.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_58,Anthropometrics,Antropometrie / Mensmeting,Isilinganiso sokondleka komuntu,ukukalwa komzimba kujongwa ubude nokondleka,Isilinganisokondleka,Antherophometheriki / Kelo ya maemo a phepo,Tekolo ya phepo ho ya ka seemo,Antheropometerekisi / Tekanyetsosemmele,Luhlolomphilo ngebudze nangesisindvo,Phimapfusho nga muvhili,Anthirophometiriki,category: Demography,"definition: Use of body measurements, such as height and weight, to determine a persons nutritional status.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_59,Census,Sensus,Ibalo labantu / Ukubalwa kwabantu,"ubalo lwabantu, ubalo-bantu",Ubalo,Palo ya batho / Sentshase,Sensase / Palo ya setjhaba,Tlhotlhomisapalo / Palagotlhe,Lubalo,Mbalavhathu,Sensasi / Nhlayelo,category: Demography,definition: A survey conducted on the full set of observation objects belonging to a given population or universe.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_60,Household member,Lid van huishouding,Ilunga lomkhaya / Lomuzi / Ilunga lomndeni,amalungu ekhaya nachithe ubuncinci beentsuku ezine ngeveki belala kwelo khaya,Amalungu omndeni,Maloko a lapa,Setho sa ntlong / Setho sa madulammoho,Badulammogo,Emalunga emndeni,Murao wa mua,Xirho xa ndyangu,category: Demography,"definition: A person that resides with the household for at least four nights a week. Note : Exclusions : Domestic workers, unless they are paid in kind. Children at boarding school",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_61,Multiple households,Veelvoudige huishoudings,Umuzi omkhulu / Ikoponi,iintsapho zamakhaya ezihlala ndawonye,Imindeni ehlala ndawonye,Malapa a go dula mmogo,Bodulo ba diyuniting,Badulammogommalwa / Badulammogontsi,Imindeni lehlala ndzawonye,Mia nuni nthihi,Mindyangunyingi emutini,category: Demography,definition: Two or more households living in the same dwelling unit.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_62,Responsible adult,Verantwoordelike volwassene,Ilihlo lekhaya,umntu omdala onoxanduva ongaphendula imibuzo,Ibambelanhloko yekhaya,Motho yo mogolo wa maikarabelo,Motho e moholo ya ikarabellang,Moikarabedi / Mogodi / Mothomogolo,Lomdzala longamela umndeni / Labadzala,Mualuwa a re na vhuifhinduleli / Muthu muhulwane a re na vhuifhinduleli,Ntswatsi wa vutihlamuleri,category: Demography,definition: If the household head is not available for an interview it is possible to speak to another responsible adult in the household.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_63,Access to education,Toegang tot onderwys,Ukutholakala kwefundo,amathuba okufikelela kwimfundo,Ukufunda / Ukuthola imfundo,Phihlelelo ya thuto,Phihlello thutong,Phitlhelelothuto,Ematfuba ekufundza,Tswikelo kha pfunzo,Mfikelelo wa dyondzo,category: Education,"definition: The opening of the way, through legislation and a conductive environment, for everybody to gain access to opportunities that lead to some perceived benefits.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_64,Adult Basic category: Education and Training,Basiese Onderwys en Opleiding vir Volwassenes,IFundosisekelo nokuBandulwa kwabaNtu abaKhulu,imfundo noqeqesho olusisiseko lwabadala,Imfundo Noqeqesho Okuyisisekelo Kwabadala,Thuto ya Motheo le Tlhahlo ya Batho ba Bagolo,Thuto ya Motheo le Kwetliso ya Batho ba Baholo,Thutotheo le katiso ya bagolo/bagodi,Imfundvosisekelo nekuceceshwa kwalabadzala,Pfunzo ya mutheo na vhugudisi ha vhaaluwa,Dyondzo ya Masungulo na Ndzetelo wa Lavakulu,category: Education,"definition: All learning and training programmes for adults from levels 1 to 4, where ABET level 4 is equivalent to grade 9 in public schools, or a National Qualifications Framework level 1, as stipulated in the South African Qualifications Authority Act (Act 58 of 1995).",BOOV,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_65,Age-specific enrolment ratio,Ouderdomspesifieke inskrywingsverhouding,Iretjhiyo yokutlolisa ngokweminyaka,umlinganiselo wobhaliso ngokobudala obuthile,Isilinganiso sokubhalisela ukufunda ngokweminyaka,Reio ya boingwadio ya mengwaga ye e itego,Reshiyo ya ba ingodiseditseng ho ithuta ho ya ka dilemo,Bolekanyetsitsenelototakgolo / Bolekanyetsiikwadisototakgolo,Silinganiso selinani lekubhalisa kwebafundzi ngekweminyaka yebudzala,Phimo ya u walisa ho sedzwa vhukale ho tewaho,Mpimoxiave wa ntsariso hi malembe,category: Education,"definition: Percentage of the population of a specific age enrolled, irrespective of the level of education.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_66,Attend,Bywoon,Funda/khamba isikolo,Ukufunda/,Ukuya esikoleni; ukungena isikole,Tsena,Ho kena sekolo,Tsena,Fundza,U dzhena,Nghena,educational institution / category: Education,"definition: Enrolled at and going regularly to any accredited educational institution (public or private) for organised learning at any level of education. Attendance can be full-time or part-time, and distance learning is included. Temporary absence, e.g. due to illness, does not interrupt attendance.",onderwysinstelling,,,,iziko lezemfundo,,,,sekolo,,,,Sekolo,,,,tshiimiswa tsha pfunzo,,xikolo,
statssa_multilingual_statistical_terminology_67,Basic education,Basiese onderwys,IFundosisekelo,imfundo esisiseko,Imfundo eyisisekelo,Thuto ya motheo,Thuto ya motheo/mathomo,Thutotheo,Imfundvosisekelo,Pfunzo ya mutheo,Dyondzo ya masungulo,category: Education,definition: Nine years of schooling from grade 1 to grade 9.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_68,Compulsory education,Verpligte onderwys,Ifundo ekatelelekileko,Imfundo esisinyanzelo,Imfundo ephoqelekile,Thutokgapeletego,Thuto ya tlameho; thuto e tlamang,Thutopateletso; thutokgapeletso,Imfundvo lephocelekile,Pfunzokhombekhombe,Dyondzo yo boha,category: Education,definition: The number of years or the age-span during which children and youth are legally obliged to attend school.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_69,Crude enrolment ratio,Onverwerkte inskrywingsverhouding,Iretjhiyo engakahlungwa yokutloliswa,Umlinganiselo wobhaliso olungahluzwanga,Isilinganiso esididiyele sababhalisile,Tekanyokelokakareto ya boingwadio,Karolo ya baingodisi bohle; palo ya boingodiso bohle,Kabogotlhe ya ikwadiso,Sichatsanisosibalo salababhalisile,Ndivhanele ya kuwaliselevhisi,Mpimoxiave wa ntsarisombisi,category: Education,definition: Percentage of the total enrolment at all levels to the total population.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_70,Distance learning,Afstandsonderrig,Ukufunda usekhaya,ukufunda ngembalelwano,Ukufunda ngeposi,Go ithuta o le gae,Thuto ka ngollano,Thutelagae,Kufundza ngeliposi / Kufundza khashane ngasese,U guda u hayani,Vudyondzawexe / Vudyondzayexe,category: Education,"definition: Study by means of correspondence, telecommunication media or computer programmes. Courses are self-instructional and two-way communication takes place between student and the institution. Learners need not be on campus to attend classes but can continue their normal work programmes at home.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_71,Drop-out rate,Uitsakkoers,Izinga labaqinteleko,izinga lokuyeka phakathi esikolweni,Izinga lokuyeka isikole,Reiti ya go tlogela sekolo/ Kelo ya balesasekolo,Sekgahla sa ho nyahlatsa dithuto,Kelotlogelosekolo,Lizinga lalabayekela sikolo,Phimo ya u litsha tshikolo/ vhamoi,Mpimo wa vutshikaxikolo,category: Education,definition: Learners who leave the education system without completing a given grade. The drop-out rate is calculated as a residual figure which is derived after the repetition and promotion rates are calculated. The drop-out rate in a particular grade for a particular year is calculated by simply deducting the repetition and promotion rate for that particular grade and year from 100%.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_72,category: Education institution,Onderwysinstelling,Iziko lezefundo,iziko lwemfundo,Isikhungo semfundo,Setheo / Sehlongwa sa thuto,Setsi / Setheo sa thuto / Institjushene ya thuto,Setheothuto,Sikhungo setemfundvo,Tshiimiswa tsha pfunzo,Ndhawu ya dyondzo,category: Education,"definition: Any institution providing education. Inclusions: early childhood education, primary, secondary, further or higher education, institution providing specialised, vocational, adult, distance or community education.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_73,category: Educational achievement,Onderwysprestasie,Izinga lefundo,Impumelelo kwimfundo,Imfundo ezuziwe,Phihlelelo ya thuto,Boiphihlelo thutong,Phitlhelelothuto,Lokuzuziwe kutemfundvo,Pfunzotswikelelwa ya nhesa,Vuhumeleri eka tidyondzo,category: Education,definition: Deprecated. Use highest level of education or educational attainment.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_74,category: Educational attainment,Onderwysvlak bereik,Izinga lefundo,Imfundo efumanekileyo,Imfundo okufinyelelwe kuyo,Phihlelelo ya thuto,Boiphihlelo thutong,Phitlhelelothutong,Sigaba lesiphakeme lofinyelele kuso,Pfunzotswikelelwa ya nhesa,Vuhumeleri eka tidyondzo,category: Education,definition: See highest level of education.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_75,category: Educational institution,Onderwysinstelling,Iziko lefundo; isijamiso sefundo,Iziko lemfundo,Isikhungo semfundo,Lefelo la thuto/ insitituene ya thuto,Setsha se ngodisitsweng sa thuto; institjhushene ya thuto,Setheothuto; sekolo,Sikhungo setemfundvo,Tshiimiswa tsha pfunzo,Ndhawu yo dyondzela,category: Education,"definition: Any registered institution whose sole or main purpose is the provision of education, including preschool, tertiary, adult education, etc.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_76,Educator,Opvoeder,Umfundisi / Umdlulisilwazi / Utitjhere,"umfundisi-ntsapho, umhlohli, utitshala",Umfundisi / Uthisha,Morutii,Titjhere / Morupedi,Morutisi / Morutabana,Umfundzisi / Thishela,Mugudisi / Mudededzi,Mudyondzisi,category: Education,"definition: Any person who teaches, educates or trains other persons or who provides professional educational services.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_77,Enrolled learner,Ingeskrewe leerder,Umfundi otlolisileko / Otlolisiweko,umfundi obhalisileyo,Umfundi obhalisile,Morutwana yo a ngwadiitwego,Moithuti ya ngodisitsweng,Morutwana / Morutwanakwadiswa,Umfundzi lobhalisile,Mugudi o waliswaho,Mudyondzi loyi a tsarisiweke,category: Education,definition: A learner who is registered at a school.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_78,Enrolment,Inskrywing,Ukutlolisa,"ukubhaliswa, ubhaliso",Ukubhalisa,Boingwadio,Ngodiso,Ikwadiso,Lubhaliso,U walisa / Vhuwalisi,Ntsariso wo dyondza,category: Education,definition: The act of officially being admitted to a programme of study.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_79,Enrolment ratio,Inskrywingsverhouding,Iretjhiyo yokutloliswa,Umlinganiselo wobhaliso,Isilinganiso sababhalisile,Tekanyokelo ya boingwadio,Karolo ya baingodisi; palo ya boingodiso,Kabokwadiso,Sichatsanisosibalo sekubhalisa,Ndivhanele ya kuwalisele,Mpimoxiave wa ntsariso,category: Education,definition: Proportion of the population in a specified age group attending school to the total population in that age group.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_80,Field of study,Studieveld,Ikoro yeemfundo,Ikhondo lezemfundo,Umkhakha wezemfundo,Lefapa la boithutelo,Lekala le ikgethileng la thuto; lekala la thuto,Lekalathuto,Umkhakha wekufundza,Buo/sia a ngudo,Muxaka wa tidyondzo,category: Education,definition: The area of concentration of tertiary studies.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_81,Formal education,Formele onderwys,Ifundo ehleliweko,Imfundo sesikweni,Imfundo ehlelekile,Thuto ya semolao,Thuto ya mananeo a hlophisitsweng; thuto e hlophisitsweng,Thutotlhomamo,Imfundvo lehlelekile,Pfunzonzudzanywa,Dyondzo ya ximfumo,category: Education,definition: The education attained at an educational institution that follow a given approved curriculum.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_82,Grade,Graad,Ibanga; igreyidi,Ibanga,Ibanga,Kereiti,Kereiti,Mophato; kereiti,Libanga,Murole / gireidi,Giredi,category: Education,definition: A stage of instruction usually covered in one school year.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_83,Grade-specific enrolment ratio,Graadspesifieke inskrywingsverhouding,Iretjhiyo yokutloliswa ngamabanga,Umlinganiselo wobhaliso lwebanga elithile /ireshiyo yobhaliso lwebanga elithile,Isilinganiso sababhalisele ibanga elithile,Tekanyokelo ya boingwadio kereiting ye e itego,Karolo ya barutwana ho ya ka kereiti; palo ya boingodiso kereiting,Kabokwadiso ka mophato,Sichatsanisosibalo sekubhalisa ngekwelibanga,Ndivhanele ya kuwaliselendivhiswa kha murole / gireidi,Mpimoxiave wa ntsariso wa giredi yo karhi,category: Education,definition: Ratio of the enrolment in a specific class to the total enrolment at all levels.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_84,Graduate,Gegradueerde,Isifundiswa,"isinxiba-mxhaka, isifundiswa",Umfundi ophothulile,Sealoga,Lekrajueti,Sealogane,Loneticu temfundvo,Mugiradzhuweithi,Muthwasi,category: Education,definition: A student who has successfully completed all requirements of an educational programme and has been awarded a certificate of completion.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_85,Gross enrolment ratio,Bruto inskrywingsverhouding,Iretjhiyo epheleleko yokutloliswa,Umlinganiselo wobhaliso lulonke,Isamba sababhalisile,Tekanyokelokakareto ya boingwadio,Karolo ya barutwana ho ya ka dilemo; palo ya boingodiso bohle,Kabokwadiso ya botlhe,Sichatsanisosibalo sekubhalisa lokuphelele,Ndivhanele ya kuwaliselegue,Mpimoxiave wa ntsariso hinkwawo,GER / category: Education,"definition: The total enrolment of pupils in a grade or cycle or level of education, regardless of age, expressed as percentage of the corresponding eligible official age-group population in a given school year.",BIV,,I-GER,,iGER,,,,,,,,KKB,,,,GER,,MNH,
statssa_multilingual_statistical_terminology_86,Higher education,Hor onderwys,Ifundo ephakemeko,imfundo ephakamileyo,Imfundo ephakeme,Thuto ya godimo,Thuto e phahameng,Thutokgolwane,Imfundvo lephakeme,Pfunzo ya nha,Dyondzo ya le henhla,category: Education,"definition: All learning programmes leading to qualifications higher than grade 12 or its equivalent in terms of the National Qualifications Framework as contemplated in the South African Qualifications Authority Act, 1995 (Act No. 58 of 1995), including tertiary education as contemplated in schedule 4 of the Constitution.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_87,Higher education institution,Horonderwysinstelling,IZiko leFundo ePhakemeko,iziko lemfundo ephakamileyo,Isikhungo semfundo ephakeme,Setheo / Sehlongwa sa thuto ya godimo,Setheo sa thuto e phahemeng / Institjushene ya thuto e phahemeng,Setheothutokgolwane,Sikhungo semfundvo lephakeme,Tshiimiswa tsha pfunzo ya nha,Ndhawu ya dyondzo ya le henhla,category: Education,"Any institution that provides higher education on a full-time or part-time basis, and which is established or deemed to be established as a public higher education institution under the Higher category: Education Act, 1997; and declared as a public higher education institution under the Higher category: Education Act, 1997.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_88,Highest level of education,Hoogste onderwysvlak,Izinga eliphakemeko lefundo,Inqanaba eliphezulu lemfundo,Izinga/ iqophelo eliphezulu lemfundo,Legato la godimodimo la thuto,Boiphihlelo bo phahameng thutong,Phitlhelelokgolothutong,Lizinga lemfundvo leliphakeme lekugcina,Pfunzotswikelelwa ya nhesa,Mfikelelo wa le henhla wa tidyondzo,category: Education,definition: The highest grade completed at school or the highest post-school qualification obtained. Synonym is educational attainment.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_89,Home education,Tuisonderwys,Ifundo yekhaya / Ifundiso,imfundo eqhutyelwa ekhaya,Ukufundela ekhaya,Thuto ya gae,Thuto ya lapeng,Thutelwagae / Thutelogae,Imfundvo yasekhaya,U funzelwa hayani,Dyondzo ya le kaya,category: Education,"definition: A programme of education that a parent of a learner(s) may provide to his / her child at their own home. In addition a parent may, if necessary, enlist the specific services of a tutor for specific areas of the curriculum; or a legal independent form of education, alternative to attendance at a public or an independent school.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_90,Informal learning,Informele onderrig,Ukufunda okungakahleleki,ukufunda okungamiselekanga,Ukufunda okungahleliwe,Go ithuta mo e sego ga semmuo / Go ithuta go go sa elwego sekolong,Thuto ntle le ho kena sekolo,Thutotlhokathulaganyo / Thutelatseleng,Kufundza lokungakahleleki,U guda hu si ha fomaa/tshiofisi,Ku dyondza ko nkamafundza,category: Education,definition: Learning that has been acquired outside a formal course of study taken at a post-secondary institution. Also expressed as non-formal or experiential learning.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_91,Intake rate,Innamesyfer,Isilinganiso sabafikako,Umlinganiselo wolwamkelo,Isilinganiso sabemukelwayo/ sabathathwayo,Kelo ya ngwadio,Sekgahla sa ba qalang sekolo; palo ya ba qalang sekolong,Kelokwadiso,Lizinga lekwemukela,Tshikalo tsha hanganedzavhagudiswa,Mpimo wo amukela,category: Education,"definition: The proportion of children, out of all children of admission age, who are coming to school for the first time.",,,,,,,,,,,,,,,,,,,,
