id,eng,afr,zul,xho,ssw,nbl,nso,tsn,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
oertb_data_79,ethnocentrism,etnosentrisme,i-ethnosentrizimu,uthando lobuhlanga,kutsatsa sengatsi lisiko lakho ngulona lelingilo,umukghwa wokunyefula amasiko wabanye,bosemorafe,boikgogomoso jwa semorafe,ho ikgohomosa,khukhumusamurafho,mbonelahansi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_80,essentialism,essensialisme,i-esentshiyalizimu,inkolo yokuthi iqela ngalinye lineempawu zalo ezikhethekileyo,kubaluleka,ikolelo yokobana iintjhaba ezihlukeneko zinemikhuba ezihlukanisako,boswanedi,tumelo ya gore batho bangwe le bangwe ba kgethegile,mokgwa wa ho ikgetha,vhuhulwane,swihlawulekisi swa muxaka wa swona leswi vumbaka nchumu wo karhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_81,ethnic group,"etniese groep, volksgroep",isizwe ngokozalo,Iiqela lohlanga,luhlanga,isiqhema sesitjhaba,sehlopha sa morafe,morafe,morabe,"murafho, lushaka",ntlawa wa rixaka ro karhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_82,ethnic pluralism,etniese pluralisme,ukuhlalisana kwezizwe,ubuninzi beentlanga,buhlanganyenti,ubunengi beentjhaba,meraferafe,tshedisano ya merafe,merabe ya madulammoho,murafho minzhi,vunyingi bya tinxaka,,,,,,,,,,,,,,,,,,,,,,
oertb_data_83,ethnicity,etnisiteit,ubuzwe ngokozalo,ubuhlanga,buhlanga,ubutjhaba,bomoraferafe,botso,ho ikamahanya le morabe,vhumirafho,ntlawa wa ririmi ro karhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_84,ethnographic present,etnografiese hede,i-ethnografi ngokwesikhathi esithile,ubukho benzululwazi yobuhlanga,kuchazwa kwelisiko,ukuba khona kwamasiko,go ba gona ga taodišoserafe,tlhagiso ya morafe mo nakong ya jaanong,nako ya jwale e laolwang ke bomorabe,vhuhone ha murafho,"nhlamuselo ya vukona bya vanhu vo karhi ku ya hi swihlawulekisi swa mfuwo, ndhavuko na mukhuva wa vona",,,,,,,,,,,,,,,,,,,,,,
oertb_data_85,ethnography,etnografie,i-ethnografi,inkcazo yenzululwazi ngobuhlanga,kuchazwa kwetive temhlaba,"ihlathululo yesiko, i-ethnografi",taodišoserafe,thadiso ya morafe,phuputso ya morabe o itseng,ngudamirafho,"nhlamuselo ya vanhu vo karhi ku ya hi swihlawulekisi swa mfuwo, ndhavuko na mikhuva ya vona",,,,,,,,,,,,,,,,,,,,,,
oertb_data_86,ethnology,etnologie,isayensi lezezinhlobo zabantu,inzululwazi ngeentlanga,kwati ngetinhlobo tebantfu,"imadaniso lokuhlaziywa kamasiko, i-ethnoloji",thutaserafe,thadiso ya ditso,thuto ya merabe,mbambedzamirafho,dyondzo ya swihlawulekisi swa vuxaka bya vanhu na ku hambana ka vona,,,,,,,,,,,,,,,,,,,,,,
oertb_data_87,etic,etiese benadering,i-ethikhi,i-etic,luhlangotsi lwekwati ngetinhlobo tebantfu,i-ethikhi,etic,etiki,etic,ethiki,"mavonelo ehenhla ka nhlamuselo ya vanhu vo karhi ku ya hi swihlawulekisi swa mfuwo, ndhavuko na mikhuva ya vona",,,,,,,,,,,,,,,,,,,,,,
oertb_data_88,evolutionary theories of social change,evolusionêre teorieë van sosiale verandering,amathiyori oguquko lomphakathi ngokokusombuluka kwendalo,"iithiyori, iingcinga zokudaleka kotshintsho lwezentlalo",imicondvo legucuka kancanekancane yekugucuka kwetenhlalo,amatiyori wemndabuko wokutjhuguluka komphakathi,diteori tša tlholego ya diphetogo tša leago,ditiori tsa ebolusi tsa phetogo ya loago,dikgopolo tsa diphetophetoho tse amang diphetoho setjhabeng,thyori dza tshandulatsiko dza tshandulakutshilele,tithiyori ta matumbulukelo ya munhu ta ku cinca ka vanhu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_89,exogamy,eksogamie,i-ekizogami,ukutshata ngaphandle kohlanga,kushadela ngaphandle,ukutjhada umhlotjana,"lenyalo la ka ntle ga sehlopha, letsenela",nyalanontle,ho nyala ka ntle ho leloko,nzeamutsinda,ku vuta wa rixaka rimbe,,,,,,,,,,,,,,,,,,,,,,
oertb_data_90,extended family,grootfamilie,umndeni omkhulu,usapho olunabileyo,umndeni lowenabile,umndeni ongezekileko,lapa le le okeditšwego,lelapa le le atologileng,lelapa le atileng,lushaka,ndyangu ni maxaka ya wona,,,,,,,,,,,,,,,,,,,,,,
oertb_data_91,fallow,"braakland, onbewerkte land",ukulalisa insimu,phunyuziweyo,kugucula,ukwenza iintjalo zikhule zibe namandla,tsošološo ya monontšho wa mobu,legola,nontsho-botjha,vhuvhuvhu,ku buraka,,,,,,,,,,,,,,,,,,,,,,
oertb_data_92,family of orientation,oriënteringsgesin,umndeni esizalelwe kuwo,usapho lokuqhelanisa,umndeni lotalelwe kuwo,ijamo lomndeni,"lelapa, legae",lelapa le motho a golelang mo go lone,lapa la matswallwa,muṱatsinde,ndlandlamuko wa ndyangu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_93,"feud, feuding","vete, twis, rusie",umbango,"imbambano, imbambano enodushe",umbango,"ukungazwani, ukulwa","ntwa, bonaba",letlhoo mo ditlhopheng tsa loago,dintwa,mitsutsu,mivangu ya xindyangu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_94,feudalism,"leenstelsel, feudalisme",ifyudalizimu,inkqubo yokubusisa ngomhlaba,umbango,umbango,"feudalism, mokgwa wa leago wa Yuropa ya mehlagare",bobaba,kgatello ya setjhaba ke barui,fiyudaḽizimu,mivangu ya xindyangu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_95,fictive kin,fiktiewe verwante,ubundeni obungebona obegazi nangokomshado,izalamne zobuntsomirha,sihlobo lesikhulu,iindlela zobuhlobo,batho ba leloko la boitlhamelo,losika la maitirelo,sekaleloko,mashaka nga khuliso,"malume, hahani",,,,,,,,,,,,,,,,,,,,,,
oertb_data_96,foraging,snuffelgedrag,ukuforija,ukutya kweempahla,kudla kwetilwane,ukuburuja,motsomi wa dibjalo le diphoofolo tša tlhago,kgobokanyo ya dijo,ho sela,u tshela,vuhloti,,,,,,,,,,,,,,,,,,,,,,
oertb_data_97,fraternal polyandry,broederlike veelmannery,ukugana izelamani,ukuba namadoda amaninzi azalanayo,i-fraternal polyandry,ukwenda kibobaba abanengi,lenyalo la mosadi o tee la go ama sete ya borwarre,go nyalwa ke setlhopha sa bomorwarre,ho nyalwa ke bara ba motho,nzetshelannḓu,vukati bya nsati un'we eka vabuti vo tlula un'we,,,,,,,,,,,,,,,,,,,,,,
oertb_data_98,functional perspective,funksionele perspektief,umbono ngokwefankshinalizimu,imbono esebenzayo,incenye yeluhlangotsi,umbono osebenzako,ponego ya tirišo,ntlhatebo ya kamano ya setšhaba,kgopolo e sebetsang,ndangamikhuvha,mavonelo ya swa matirhelo ya xo karhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_99,functionalism,funksionalisme,ifankshinalizimu,amandla okwenza umsebenzi,kusebenta,ukuqakatheka kwento,teori ya go šoma,tiori ya tirisano ya setšhaba,ho sebetsa,tshumisano,nkoka wa nchumu wo karhi ku ya hi matirhelo ya wona,,,,,,,,,,,,,,,,,,,,,,
oertb_data_100,gemeinschaft,gemeenskap,i-gemeischaft,"uthungelwano, umthendeleko",i-gemeinschaft,ijimintjhafti,gemeinschaft,geminešafote,gemeinschaft,tshitshavha,vurhandzavaaki,,,Duits: Gemeinschaft,,,,,,,,,,,,,,,,,,,
oertb_data_101,genealogical method,genealogiese metode,indlela yejiniyeloji,indlela yenzululwazi ngomlibo,indlela yentalelwane,indlela yokulamana,mokgwa wa leloko,mokgwa wa tlhaloso ya lotso,mokgwa wa ho latela badimo,ndodombedzavhushaka,maendlelo yo luka vuxaka bya ndyangu wo karhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_102,gender,"geslag, gender",ubulili,isini,bulili,ubulili,bong,bong,bong,mbeu,rimbewu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_103,gender roles,"geslagsrolle, genderrolle",imisebenzi ngokobulili bomuntu,imisebenzi yesini,tindzima tebulili,iindima zobulili,karolo ya bong,ditiro tsa bong,seabo ho ya ka bong,mishumo nga mbeu,mikoka wa rimbewu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_104,gender stereotypes,"geslagstereotipes, genderstereotipes",imibono ephendukezelwe ngokobulili,izakhiwo zeempawu zesini,tinkholelo letingesiwo emaciniso mayelana nebulili,imibono ehlanakelwako ngokobulili,kgethollo goba tlhaolo ka bong,dikakanyo tse e seng tsone ka bong,mehopolo ya maikutlo e latelang bong,mvumbopfanywa nga mbeu,mboyamelatlhelorin'we wa rimbewu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_105,gender stratification,"geslagstratifikasie, genderstratigikasie",ukubekelelwa ngokobulili,ukuhlelwa kwesini,kubekelela bulili,ukutjhaphuluka komuntu ngokobulili,peakanyo go ya ka bong,kgaoganyo ya bong,tlhophiso ho ya ka bong,tshiṱalula nga mbeu,ntlawahato wa rimbewu ku ya hi xiyimo erixakeni,,,,,,,,,,,,,,,,,,,,,,
oertb_data_106,genitor,genitor,owesilisa okuzalayo,"umanduleli, ukhokho",babe wemvelo babe lokutalako,ubabambala,tate wa madi,ntate ka tsalo,ntata motho,muṋe,tatana wa ngati,,,,,,,,,,,,,,,,,,,,,,
oertb_data_107,genotype,genotipe,ukufuza abazali,uhlobo lofuzo,lufuto,umhlobo weenthako zomzimba,mohuta wa popo,bogotso,jinothaepe - sebopeho ka dijini tsa motho,mvumbophaṱhi,ku tekela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_108,gesellschaft,geselskap,i-gesellschaft,"iqela, isijadu",i-gesellschaft,umphakathi,"gesellschaft, setšhaba",geselešafote,gesellschaft,tshigwada,vuxaka ku ya hi matitwelo ya munhu,,,Duits: Gesellschaft,,,,,,,,,,,,,,,,,,,
oertb_data_109,globalisation,globalisering,ukuthintana nomhlaba wonke,ukwenza eyehlabathi,kufaka umhlaba wonkhe,ikambiso yokusebenza ephasini mazombe,tswalano ya ditšhabatšhaba,boikagelano jwa ditšhaba tsa lefatshe,tsa lefatsheng lohle,ḽifhasiḽiṱanganeli,leswi fambelanaka ni misava hinkwayo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_110,habitus,"bestaanswyse, habitus",ihebhithasi,"isiqhelo, umkhwa",i-habitus,ijamo lento,"madulo, legae, lefelo la bodulo",kagego ya botho,bodulo,"haya, vhudzulo",kaya,,,,,,,,,,,,,,,,,,,,,,
oertb_data_111,Hawthorne effect,Hawthorne-effek,umthelela kaHawthorne,isiphumo sika-Hawthorne,umtselela weHawthorne,Itjhuguluko leemfundo,dipoelo tša go se tshepege tša Hawthorne,sepheto sa ga Hawthorne,sephetho sa Hawthorne,tsendamo ya Hawthorne,ku tisa ku cinca ko karhi ka maendlelo ya Hawthorne,,,,,,,,,,,,,,,,,,,,,,
oertb_data_112,hegemony,hegemonie,ihejimoni,"ubunkokeli, ubongameli",kubusa kwelicembu lelikhulu,ukusetjenziswa kwamandla ngabaphetheko,"hetšemoni, taolo ya dihlopha tše maatla go dihlopha tše fokolago",phekeetso ya ditlhopha tse di bokoa,kgatello ka sehlopha,tsikeledzo,ntshikilelo wa mafumelo ya ntlawa wo karhi ehenhla ka ntlawa wo karhi erixakeni,,,,,,,,,,,,,,,,,,,,,,
oertb_data_113,hermeneutics,hermeneutiek,iherminyuthikhsi,inzululwazi yokutolika,tindlelakuhumusha,iindlela zokuhlathulula,mokgwa wa phetolelo,thutopatlisiso ya tlhaloso ya sekwalwa,hermeneutics,hemenetiki,vuhlawuteri bya timhaka leti nga ni tihlamuselo leti tumbeleke,,,,,,,,,,,,,,,,,,,,,,
oertb_data_114,holistic,holisties,okupheleleyo,equka konke,konkhe kuphelele,ngokupheleleko,"bogohle, bomoka",bojotlhe,"motho, ka ho phethahala","vhuḓalo, muthuwoṱhe",ntsakelo eka swiphemu hinkwaswo swa nchumu wo karhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_115,horticultural society,kleinskaalse tuinbougemeenskap,umphakathi wehothikhalsha,umbutho wezinto ezilinyiweyo,ummango lolima tingadze,umphakathi osebenzisa amathulusi wezandla,setšhaba sa balemi,setšhaba sa balemi,setjhaba se phelang ka temo,vha ndimo ya khashambeu,vaaki lava nga ni vutshila bya mafambiselo na malawulelo ya vurimi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_116,horticulture,"kleinskaalse tuinbou, hortologie",ihothikhalsha,ukulinywa kwemiyezo nemifuno,kulima sintfu,ubukghwari bokulima,"temo, borapa",temo,temo-diratswana,ndimomavhuvhu,vutshila bya mafambiselo na malawulelo ya vurimi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_117,hunter-gatherers,jagter-versamelaars,abalimi abangabakhi bezithombo nezithelo,abazingeli nabaqokeleli,batingelibalimi/batingeli lababuye babe balimi futsi,abaphila ngokulima nokuthiya,batsomi ba diphoofolo,batsomi ba e leng bakgobokanyi,batsomi-basedi,vhazwimivhatsheli,vahlengeleti va vuhloti na ntshovelo wa swirimiwa,,,,,,,,,,,,,,,,,,,,,,
oertb_data_118,hypothesis,hipotese,ihayiphothisizi,ingcinga ethathwa iyinyaniso engekaqinisekiswa,lokucatjangwako lokungakacinisekiswa,umbono ongakaqinisekiswa,"haephothesese, mogopolo wo hlokago tiišo",kakanyo ya motheo ya patlisiso,mohopolo o hlokang ho netefatswa,hyphothysisi,nkumbetelo wa nhlamulo ya vulavisisi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_119,iconography,ikonografie,i-ikhonografi,umbhalo womfanekiso ongcwele,"i-ayikhonograji, i-conography",ibuthelelo leenthombe,diswantšho le maswao ao a bonalago,tshwantsho ya matshwao a sedumedi,ditshwantsho le diemahale tse tumisang,nyolovhuṱambo,dyondzo ya swifaniso na mifungho ya swa vukhongeri,,,,,,,,,,,,,,,,,,,,,,
oertb_data_120,id,id,i-idi,i-id,i-id,i-id,id,tiori ya id,id,ḓimuthu,xirhurhelanyanyuko,,,,,,,,,,,,,karolo ya maitshwaro a motho a go se laolege,,,,,,,,,
oertb_data_121,identity,identiteit,ukuba nguye impela,uphawu lokuzazisa,kutatisa,ubunjalo bomuntu,boitsebišo,boitshupo,boitsebiso,vhunṋe,vutitivisi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_122,image of limited good,beeld van beperkte goedheid,umfanekiso wobuhle obunomkhawulo,umfanekiso wokulunga okunomda,umfanekiso walokuhle lokunemkhawulo,isithombe sepahla enomkhawulo,seswantšho sa go loka mo go fokoditšwego,setshwantsho sa thoto e e lekanyeditsweng,setshwantsho sa botle bo sehetsweng meedi,mbonalo ya u sa anda ha zwivhuya,xifaniso lexi nga rhelitiki moya swinene,,,,,,,,,,,,,,,,,,,,,,
oertb_data_123,imperialism,imperialisme,i-imperiyalizimu,inkolo yexabiso lezithanga,umbuso wenkhosi lephetse lamanye emave,umgomo wokungeza amandla wokuphatha kwesitjhaba,pholisi ya borena,boimperiale,puso e ikatisang ka dinaha tse ding,vhukoḽoni,ntirhiso wa matimba ya mafumelo ya tiko ro karhi ni le henhla ka matiko man'wana,,,,,,,,,,,,,,,,,,,,,,
oertb_data_124,incest taboo,bloedskandetaboe,ukunqabela ukuthandana nowakubo,uthintelo lombulo,lichilo lekuya emacansini kwetihlobo,ukukhandelwa kokuya emsemeni neenhlobo,kilo ya thobalano,moila wa thobalano le balosika,moetlo o qobellang ho ilwa ha thobalano hara batho ba madi,muila wa vhudzekani ha vha dzofha,xiyila xa swa le masangwini exikarhi ka maxaka,,,,,,,,,,,,,,,,,,,,,,
oertb_data_125,independent family household,onafhanklike gesinshuishouding,umndeni ozimele,likhaya lemndeni lotimele,likhaya lemndeni lotimele,umndeni okhululekileko,lapa le ikemetšego,lelapa le le ikemetseng,lelapa le ikemetseng,muḓiwoga,ndyangu lowu tiyimeleke,,,,,,,,,,,,,,,,,,,,,,
oertb_data_126,independent invention,onafhanklike ontwikkeling,ukuqamba okuzimele,ukuqamba okuzimeleyo,kuticambela lokutimele,ukusungula ngendlela etjhaphukileko,tlhamo ye ikemetšego,phetogo e e ikemetseng ya setso,ho amohela ditlwaelo tsa ba bang,mveleletshiedzisa,vutumbuluxi lebyi tiyimeleke,,,,,,,,,,,,,,,,,,,,,,
oertb_data_127,indigenous people,inheemse mense,abantu bendabuko,abantu belizwe,bantfu bemdzabu,abantu bendabuko,batho ba setlogo,batho ba ba tlholegetseng mo nageng,matswallwa,vhongwaniwapo,vanhu vo sungula ku va kona emisaveni,,,,,,,,,,,,,,,,,,,,,,
oertb_data_128,induction,induksie,i-indakshini,"ukungenisa, ukubeka esikhundleni","kungeniswa, miswa",ikambiso yokwamukela,"kgakollo, tlhagišo",mokgwa wa go tsaya tshwetso go ya ka ditshekatsheko tse di rileng,qeto e akaretsang dintlha tse tsejwang,vhuangeredzi,vutoloveti bya matirhelo ya nhlangano wo karhi eka vathoriwa lavantshwa,,,,,,,,,,,,,,,,,,,,,,
oertb_data_129,industrialisation,industrialisasie,i-indastriyalizeshini,ukuseka amashishini,bumboni,"ikambiso yokuthuthukiswa kwamabubulo, amarhwebo",go thekga diintasteri,kitsiso ya madirelo,ho theha difaboriki tse kgolo,vhunḓowetshumo,vumaki,,,,,,,,,,,,,,,,,,,,,,
oertb_data_130,informant,informant,umhlinzekilwazi,umazisi,matisi,umbiki,"motsebiši, mmegi",mmoledi,motlalehi,mutsivhudzi,nhlori,,,,,,,,,,,,,,,,,,,,,,
oertb_data_131,instincts,instinkte,ukuzibonela ngokwemvelo,amathuku emveli,umuva wetimbili,imizwa yemvelo,setlhago,ditshikare,maikutlo a tlhaho a sa laoleheng,tsevheḓi,maangulelo ya matitwelo ya swihari eka leswi khumbaka matikhomelo na vutomi bya swona hi ku angarhela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_132,institutional racism,institusionele rassisme,uhlelo lokungalingani ngokobuzwe,ubuhlanga ngokwamaziko,lubandlululo lwesikhungo,ibandlululo eenhlanganweni,sehlongwa sa kgethollo ya semorafe,kgethololo ya lotso ya setheo se se rileng,kgethollo ho ya ka morabe dithehong/mekgatlong,tsandamirafho ya zwiimiswa,xihlawuhlawu xa ku ya hi ndhawu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_133,interpellation,interpellasie,i-inthapheleshini,inkqubo yokucela inkcazo,busombono,umbono otjengisa umbono womuntu ongakaqinisekiswa,lereo la tumelo ya boitsebišo,phetolo ya boitshupo go ya ideoloji e e rileng,ho fetoha ha botho ba motho,tshiamukedzo,nkavanyeto wa nkhuluko wa mbhurisano wa le phalamende,,,,,,,,,,,,,,,,,,,,,,
oertb_data_134,interpretive approach,vertolkende benadering,indlela yokuchaza amasiko njengemibhalo,indlela yokutolika,indlela lehumushako,indlela yokuhlathulula isiko,mokgwa wa tlhalošo,mokgwatebo wa tlhaloso,mokgwa wa tlhaloso/qapodiso,maitele a tsengulusamvelele,endlelo ra ku ya hi ku hlavutela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_135,joint family household,gesamentlike gesinshuishouding,"umndeni omkhulu wasesithenjini, noma wenkosikazi egane amadoda ehlukene, noma wezelamani ezishadile",ikhaya losapho elidityanelweyo,umndeni lohlangene,indlu enomndeni obumbeneko,lapa la mohlakanelwa,lelapa la balelapa ba ba kopaneng,lelapa la malapa e kopaneng,"muṱa wa ṱhanganelano, hayahuṅwe",kaya ra ndyangu lowu vumbeke nyandza yin'we,,,,,,,,,,,,,,,,,la sethepu,,,,,
oertb_data_136,kin,"familie, bloedverwante",umndeni,izalamane,"tihlobo ngekwemendvo, umshado","isihlobo, isinini","moloko, lešika",losika,ba madi,mashaka,maxaka,,,,,,,,,,,,,,,,,,,,,,
oertb_data_137,kinesics,"bewegingsleer, kinetika",ikhinisiksi,isifundo sonxibelelwano ngeentshukumo,i-kinesics,"ukusebenzisa izitho zomzimba ekulumeni, ikhinesiksi",thuto ya polelo ya ditšhupetšo le dika,puo ka mmele,thuto ya puisano ka ditho tsa mmele,khainesiki,dyondzo ya mahlavutelo ya swikoweto swa miri,,,,,,,,,,,,,,,,,,,,,,
oertb_data_138,kindred,verwante,izihlobo,izalamane,buhlobo,isihlobo,meloko ya motho,balosika,ba lelapa,mashaka,xaka ra ngati,,,bloed,,,,,,,,,,,,,,,,,,,
oertb_data_139,kinship,verwantskap,ubundeni,ubuzalwane,buhlobo,ubuhlobo,"lešika, leloko",lotso,leloko,vhushaka,vuxaka,,,,,,,,,,,,,,,,,,,,,,
oertb_data_140,kinship calculation,verwantskapberekening,ukulinganisa ubundeni,ubalo lobuzalwane,kubala buhlobo,ukubumbana ngobuhlobo,go balwa ga lešika,palelo ya lotso,tshebetso ya leloko,vhutamashaka,nhlayelelo wa vuxaka,,,,,,,,,,,,,,,,,ya ho tswalana,,,,,
oertb_data_141,kula ring,kula-kring,ikhularingi,umbutho we-kula,i-kula ring,umhlambiso,"ringi ya kula, mokgwa wa moletlo",moletlo wa kanayo,kula ring,tshitendeledzi tsha tshumisano,rirhangu ra kula,,,,,,,,,,,,,,,,,,,,,,
oertb_data_142,language,taal,ulimi,ulwimi,lulwimi,ilimi,"polelo, leleme",puo,puo,luambo,ririmi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_143,legend,legende,umzekeliso,"ilivo, inkcazelo",inganekomlandvo,inolwana-mlando,"nonwane, mabarebare",noolwane,pale,lungano,ntsheketomatimu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_144,levirate,"swaershuwelik, leviraat",ukungena,ukungenela umfazi womkhuluwa oswelekile,kungena umfelokati,ilungelo lokuphakelwa,motsenedi,mokgwa wa go nyala motlholagadi wa morwarre,moetlo wa ho nyala mohlolohadi wa ngwaneno,vhuṱanzwamarumbi,vudyandzhaka,,,,,,,,,,,,,,,,,,,,,,
oertb_data_145,life cycle,lewensiklus,umjikelezo wempilo,umjikelo wobomi,umjikeleto wemphilo,umzombe wepilo,leboo la bophelo,tsheko ya botshelo,saekele ya bophelo,tshitendeledzi tsha vhutshilo,ndzhendzelekovutomi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_146,liminality,liminaliteit,iliminalithi,ukuba semdeni,kuba semkhatsini,isigaba esiqakathekileko somnyanya,kgato ye bohlokwa ya kgolo,pakagare ya dithuto tsa ngwao,ho ba maemong a bohareng a mehopolo,tshifhingoni,ku hundzulela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_147,lineage,afkoms,uhlanga,umlibo wezalamane,kufuna buhlobo,ilamano leenhlobo ngokwabokhokho,sehlopha sa leloko,lotso la letlhakore le le lengwe,tatelano ho tswa ho badimo,lutsinga,nandzelelano wa swirho swa ndyangu wo karhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_148,lineal kinship terminology,direkte verwantskapterminologie,amathemu omndeni wohlanga,isigama somlibo wokuzalana,emagama lakhomba buhlobo,itheminoloji yokulamana komhlobo owodwa weenhlobo,mareo a lešika la leloko la batswadi,lereo la lotso,mareo a leloko la hlakore le le leng,mathemovhushaka,theminoloji ya nandzelelano wa vuxaka bya swirho swa ndyangu wo karhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_149,lineal relative,direkte familielid,isihlobo ngokohlanga,umlibo wokuzalana,tihlobo letitalwa ngukhokho munye,isihlobo seengazi,"boithato, boitshepo bja leloko la bogologolo goba lelokothwii",wa losika,tswalano ka madi hlakoreng le le leng,shakalutsinga,ku ya hi nandzelelano wa swirho swa ndyangu wo karhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_150,lingua franca,mengeltaal,ulimi lokuxhumana,ulwimi oluthethwa ngabantu bonke,i-lingua franca,ilimi lokuzwana,polelo ya kwano,puo ya kutlwano,puo e sebediswang ka bobatsi,luamboluṱanganyi,ririmi ra vutihlanganisi bya tinxaka to karhi leti hanyaka swin'we,,,,,,,,,,,,,,,,,,,,,,
oertb_data_151,magic,toorkuns,umlingo,ubugqi,umlingo,umlingo,"maleatlana, boloi",metlholo,mehlolo,"manditi, vhuṱolo",salamusi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_152,mana,mana,imana,i-mana,i-mana,imana,mana,mana,mana,mana,mana,,,,,,,,,,,,,,,,,,,,,,
oertb_data_153,matriarchy,moederreg,imathriyakhi,ulawulo lwenkosikazi,i-matriarchy,umphakathi obuswa bomma,pušo ka basadi,setšhaba sa puso ya basadi,puso ya basadi,muvhusokadzi kana muvhusotshisadzi,mafumelo lama rhangeleke hi vaxisati,,,,,,,,,,,,,,,,,,,,,,
oertb_data_154,matriclan,matrigale stamgroep,isizwe sikakhokho wesifazane,isiduko senkosikazi,i-matriclan,isiqhema esithatha bona bangehlangothini likamma,sehlopha sa leloko la bomosadi ntle le bopaki bja bogologolo,setlhopha sa lotso la ga mme,leloko la basadi,lusesekadzi kana lusesetshisadzi,nyimba ya le ka vamanana,,,,,,,,,,,,,,,,,,,,,,
oertb_data_155,matrifocal,matrifokale huishouding,umndeni kamama,ejolise kumama,kugcila kumake,umuzi onganababa,lapa la mosadi,mme jaaka tlhogo ya lelapa,taolo ya mme,"muḓikadzi, muḓitshisadzi",ndyangu lowu rhangeleke hi manana,,,,,,,,,,,,,,,,,,,,,,
oertb_data_156,matrilineal descent,matrilineêre afkoms,isizukulwana sikamama,ukuzalana kwicala likamama,buhlobo lobu-matrilineal,iinhlobo zehlangothini likamma,"matrilineal decent, tatelano ya moloko wa bomosadi",lotso la ga mme,tatelano ka hlakoreng la mme,vhushaka ha mmeni kana vhushakamme,matumbulukelo ya munhu ku suka eka nandzelelano wa swirho swa ndyangu wa ka vamanana,,,,,,,,,,,,,,,,,,,,,,
oertb_data_157,matrilocality,matrilokaliteit,isiko lokuhlala nezihlobo zikamama,indawo yokuhlala kuloomama,kuhlala netihlobo tekhabomfati,iinhlobo zalokha nakuqedwa ukutjhada,lefelo la bomosadi,lefelobonno la balosika la mosadi,bodulo lapeng la mme,dzulomakhulu kana dzulo ha vhomakhulu,ku va wanuna a ya tshama emugangeni wa laha a tekeke kona nsati,,,,,,,,,,,,,,,,,,,,,,
oertb_data_158,melanin,melanien,imelanini,i-melanin,imelanin,into ekhiqizwa maseli akhethekileko,"melanine, mmala wo o tibilego",melanin,melanini,ndangavala,wa nhlonge ya ribungwana lero rhomba swinene,,,,,,,,,,,,,,,,,,,,,,
