id,eng,sot,nso,ssw,ven,nbl,xho,zul,tsn,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
unisa_multilingual_linguistic_terminology_112,ejective sounds,medumo e ntshwang,,Umsindvo longuputju.,thunya {p= pakata,,,,ditumammogo tsa ditumathanya,mipfumawulontsetelo,consonants are produced using an egressive airflow originating at the larynx,,didummoho di hlahiswa ke ho sebedisa phallo ya moya e qalang/tswang kodung,lentswe qhoma le boptjwa ka medumo e ntshwang,,,Bongwaca labaphinyiswa ngekusebentisa umoya lophuma ngekufutseka kwemoya kugilo.,Sengiphiwe ukutfola kulula kuphimisa umsindvo longu putju.,"Themba dzi bulwaho nga u shumisa muya u bvaho nga gulokuloni   (Crystal, 2008: 164) / > mavhele a mme anga o pakata vhukuma. K= kana > Makhadzi vho kana mavhele manzhi nanwaha. T= tata > Mashudu u a tata u tamba nga madi a u rothola. / mibvumo ine muya wa bva nga gulokulo}",,,,,,,,ditumammogo di dumisiwa ka go dirisa tsamaiso ya kelamowa e e simololang fa kodung,"medumo ts, tš le  tl, jaaka mo go 'ntšwa e tsene fa tlase ga tafole' ke ditumammogo tsa ditumathunya",switatisi swi vumbiwa hi ku tirhisa nkhuluko wa moya wo humela ehandle wu suka eka kholokholo,"mipfumawulontsetelo yi huma eka switatisi swo tanihi [tsh], [ch] na swin'wana"
unisa_multilingual_linguistic_terminology_113,embedding,kenyelletso,,Musho logcitjiwe,mumilano wa mafhungo,,,,tsenyeletso,ntlhomelo,"the process or construction where one sentence is included (embedded) in another, i.e. in syntactic subordination. Embedding is distinct from conjoining (coordinating). A relative clause within a noun phrase is an example of embedding",,"tshebetso kapa mohopolo moo polelo e nngwe e kengwang (kenyelletswang) ho e nngwe, ke hore, polelo e tlasa e nngwe. ho kenyeletswa ho fapane le ho hokelwa (ho kopanngwa). tlose ya kamano ka hara polelwana ke mohlala wa ho kenyelleditswa","bophelo - mpho e le nngwe ya Modimo - bo batla ho sebeletswa (polelo ena e ka ngolwa e le, bophelo bo batla ho sebeletswa, hobane, mpho e le nngwe ya Modimo, ke kenyelletso)",,,Indlela yekwakha umusho lapho umusho ufakwa kulomunye.,Akubengulowo nalowo akhe umusho awufake kulomunye.,"ndi maitele kana kufhatele kune mutaladzi muthihi wa vha wo katelwa (mumilo) hunwe, ndi u tanganya mafhungo-davhi mavhili a vhumba fhungo lithihi. Mumilano wo fhambana na thumano (u tanganya). fhungo-davhi la vhushaka kha mafurase a madzina ndi tsumbo ya mumilano (Crystal, 2008: 167)","malume vho lima tsimu nanwaha, ye ya vha yo lala mahola. Musidzana, we a wa a vhaisala o fhedza o iswa sibadela. Zwilidzo, zwe zwa vha zwi tshi khou lilela ntha, zwo ita uri thoho yanga i reme. / u tshimbilelana ha fhungo",,,,,,,"tiragalo kgotsa popego e mo go yona polelo e le nngwe e tsentswe mo go e nngwe ke gore e ikaegile mo go enngwe ka kamano, polelwana ya leamanyi e e leng mo teng ga polelwana ya leina ke sekao sa tsenyeletso.","mo go, 'malome o tlile re setse re robetse',  polelwana, 're setse re robetse', e bontsha tsenyeletso gonne e tsenyeleditswe mo polelwaneng, 'malome o tlile'.","endlelo kumbe mavumbelo ro/mo va xivulwa xi nga nghenisiwa (tlhomeriwa) endzeni ka xin'wana, hi leswaku vuvulwahavahato bya vulongoloxamarito",xivulwana xa engetelo lexi nga na xivulwana xa riviti i xikombiso xa ntlhomelo
unisa_multilingual_linguistic_terminology_114,emotive value,boleng ba maikutlo,khuduego,Luvelomagama,luambo lukungi,izwelomagama,,uzwelomagama,boleng ba maikutlo,nkoka wa nkombaritwelo,"the emotive meaning of an expression refers to its emotional effect on the listener, as in the ‘emotive content’ of propaganda speeches, advertising language; it relates to the inner feelings of the language user",,"moelelo wa maikutlo wa polelo/tjhebeho e lebisitse ho sephetho sa maikutlo a sona ho momamedi, jwalo ka ha ho 'dikahare tsa maikutlo'  tsa dipuo tsa  propakanta/puo e sa kgolweheng, puo ya ho bapatsa; e amahana le maikutlo a kahare a mosebedisi wa puo","molaodi wa masole ha a bua le masole pele ba hlasela, o re ho bona ba se ba ntse ba hlotse",lehlakore la tlhalošo ya lentšu goba karolo ye nngwe ya polelo yeo e tšweletšago maikutlo a mmoledi,Malahlelwa le maekiši bjalo ka Aowi! le Ruthu! a re sedimoša mabapi le khuduego maikutlong a mmoledi,Kushiwo lapho emagama lashiwoko avusa imiva letsite kulolalele,Titsandzani tikhuluma emagama laneluvelo magama lwelutsandvo,"thalutshedzo I bveledzwaho nga madipfele zwi amba vhudipfi ha muthetshelesi, sa musi hu tshi shumiswa madipfele kha luambo lwa u fhuredzela, luambo lwa khungedzelo.  (Crystal, 2008: 167); zwi  tutshelana na vhudipfi ha nga ngomu ha mushumisi wa luambo.","zwidina zwa fhano vha zwi renga nga mitengo ya u tou kokovha. Kha vhade vha wane zwiambaro nga mutengo wa fhasi-fhasi, vhavhili vha u thoma vha do wana zwiambaro nga mahala. A vha de vha renge mapfura ane  vha tshi a dola lukanda lwa nga lwa nwana. / luambo lwa u kungedzela",indlela yokuveza imizwa yezwelo ngelimi,Angisanamusa ngobugebengu obudlange kangaka.Lapha kweqiwe ihloko yomutjho u-Mina,,,inkulumo eveza imizwa yomuntu,uzwelomagama lunikeza isithombe ngalowo okhulumayo,"bokao ba maikutlo a polelo bo kaya tlhotlheletso ya maikutlo mo go moreetsi go ya ka diteng tsa maikutlo a dipuo tsa tlhotlhetso  jaaka puo ya papatso  (Crystal, 2008: 167); e amana boteng ba maikutlo modirisapuo (Louwrens, 1994: 61)",sebui sa kwa pitsong se ne se dirisa boleng ba maikutlo go gokela bareetsi,wu kongomisa eka ntwiwo wa le ndzeni wa mutirhisi wa ririmi,nkoka wa nkombaritwelo i ku humesela ntwiwo wa mbilu ehandle
unisa_multilingual_linguistic_terminology_115,emphasis,toboketso,kgatelelo,Sigcizelelo,nyombedzelo,ukugandelela,ixesha lesenzo,ukugcizelela,,ntshikelelo,instances where force or stress is laid on a word to highlight it,,diketsahalo moo matla le kgatello di bewang hodima lentswe ho le tshwaya,"re atisa ho bonahatsa toboketso ka ho sebedisa makalo, jwalo ka, itjhu!",tiragalo ya go gatelela karolo ye e itšego ya lefoko e le go laetša bohlokwa bja yona poledišanong ye e itšego,Lešalašala le ka dirišwa le leina ka mokgwa wa go tšweletša kgatelelo,Kushiwo lapho ligama ligcizelelwa kute likhanyse lekugcizelelako,Inkhulumo yathishela inetigcizelelo,"zwiitei zwine khombetshedzo kana khwathisedzo ya vheiwa kha ipfi u li bvisela khagala. (Louwrens, 1994: 61)",muthu ene u a konda. Vhathu vhone vho dala. Maapula one a a difha. / khwathisedzo,ukuveza ikulumo ngendlela egandelelako,"Nofana bangangihloya angekhe bangenze litho. Kilomutjho amagama athi, Nofana bangangihloya, aveza ummoya wokudineka okunqophene  nalabo ekukhulunywa ngabo.","ixesha apho senzeka khona isenzeko esixelwayo (Savić, 2017: 46)",ixesha lesenzo liboniswa ngezifakelelo esiXhoseni,ukuhlela inkulumo ngokuthi kubekwe lokho okugqanyiswayo ekuqaleni komusho,ukugcizelela kubalulekile ukuthi kwenziwe emshweni,,,xiyimo lexi ku tirhisiwaka matimba kumbe ntikiso wa nkarhi ehenhla ka rito ku endlela leswaku ri vonaka,ntshikelelo wu tisa ntiyisiso eka swo karhi
unisa_multilingual_linguistic_terminology_116,ending,dumanotshi ya mokwallo,phetho,Nkhamisa logcinile,mitshila,ukamisa wokugcina,isolulo,unkamisa ogcinile,bokhutlho,xiheteleri,the final vowel in verbs and derverbatives,,dumanotshi ya ho qetela ho leetsi le maetsimatswa,"ho lereo ja, a ke dumanotshi ya mokwallo",karolo ya mafelelofelelo ya lentšu bjalo ka tumanoši ya mafelelo lediring,"Phetho ya lediri la Sesotho sa Leboa le le lego ka modirišopego, tumelo le lebjale ke -a",Ngunkhamisa logcinile esentweni noma egameni,Tento teSiswati tinaye nkamisa logcinile.,"ndi pfalandothe dza u fhedzisela kha maiti na maipfi o vhumbwaho a tshi bva kha maiiti. (Louwrens, 1994: 62)",tsimu yo limiwa yothe. Uyu nwana u a rwea. Rine ri a funana. / magumo,ukamisa wokugcina emagameni wesiNdebele,Iinkomo zikamalume zona zilahleke ngemangweni. Isabizwana u-sona ugandelela iinkomo zikamalume emutjhweni lo.,"isakhi segama esifakelwa emva kwengcambu yesenzi ukuze kuguqu-guqulwe intsingiselo yalo; ukuhlelwa kweentlobo zenguquko yentsingiselo, ngokubhekiselela  ekwenzeni banzi kwentsingiselo yegama elisetyenziswayo (Crystal, 2008: 181)",sisimava esifakelwa emva kwamagama ukuze kuguqu-guqulwe intsingiselo yawo,unkamisa wokugcina wesenzo emagameni esiZulu,unkamisa ogcinile ubhalwa njalo esenzweni,tumanosi mo lediring le mo madirimatsweng,,xitwari xo hetelela eka maendli na mapfeleri,xiheteleri xi kumeka emakumu ka nsinya wa rito
unisa_multilingual_linguistic_terminology_117,enumeratives,mabadi,,,,,,,,,constructions which are formed with a limited number of roots?,,dibopeho tse bopeletsweng le  palo e lekanyeditsweng ya dikutu,"polelwaneng, monna wa bobedi, wa bobedi ke lebadi",,,,,,,,,,,,,,,,
unisa_multilingual_linguistic_terminology_118,epistemic modality,kgonahalo ya tsebo,,,,,,,,,a theoretical framework for the analysis of modal verbs and related structures in language,,tlhophiso ya kgopolotaba bakeng sa manollo ya maetsi- mathusi le dibopeho tse amanang puong,ke dumela hore Covid -19 e tla fumanelwa pheko haufinyana,,,,,,,,,,,,,,,,
unisa_multilingual_linguistic_terminology_119,event time,nako ya ketsahalo,,Sikhatsi sesigameko/Sikhatsi sehlakalo.,tshifhinga tshiitei,,,,,nkarhi wa xiendleko,the time at which the reported eventuality takes place,,nako eo ketsahalo e tlalehuweng e etsahetseng ka yona,ho bohlokwa ho hlakisa nako ya ketsahalo ha o tletleba,,,Sikhatsi leso senteko senteke ngaso,Khetsiwe usibeke kahle sikhatsi sesento kulenkhulumo,"tshifhinga tshine zwithu zwo vhigwaho zwa fhedzisela zwo bvelela ngatsho (Savić, 2017: 46)",makhadzi vho da mulovha. Mvula yo na nga masiari. Tshikolo tshi dzhena nga awara ya vhumalo. / tshikhathi tshine mushumo wa bvelela nga tsho,,,,,,,,,nkama lowu xiendleko lexi vikiweke kuva xi humelerile hawona,nkarhi wa xiendleko wu na nkoka swinene eku twisiseni ka mhaka
unisa_multilingual_linguistic_terminology_120,expressive meaning,kutlwahatso ya moelelo,,Inshokutsi yalokukhulunywako,thaluso I si ya misi,umqondo oveza imizwa,,,bokao ba go itlhagisa,nhlamuselo ya nkombisaritwelo,"the expressive meaning of an expression refers both to its emotional content and to any identity it might have in terms of the personality  or individual creativity of the user (as in much poetic language). It is usually contrasted with descriptive and ‘social’ meaning. Other terms which overlap with ‘expressive’ include affective, connotative and emotive",,kutlwahatso ya moelelo ka maikutlo e bolela kgotsofalo ya maikutlo a teng le ho boitsebiso bo bong le bo bong boo e ka bang le bona ho ya ka semelo le boiqapelo ka bomong,ha a bua ka ho hlaka o kgona ho netefatsa kutlwahatso ya moelelo,,,Inshokutsi yenkhulumo leveta luvelo magama lolucuketfwe nguleyo nkhulumo,Inkhulumo yakho ayiyivete kahle inshokutsi. / Inchazelo leveta imiva,"thalutshedzo ine ya bvisela khagala kha hothe vhupfiwa na thaluso inwe na inwe ine ya nga vha nayo malugana na vhuvha kana vhutsila ha muthu ane a khou I shumisa (sa kha luambo lwa kha vhurendi vhunzhi). Kanzhi zwi fhambana na zwine thalutshedzo na zwine 'tshitshavha' tsha vha zwone. manwe maipfi ane a fhirana nga 'tsumedziso' a katela vhudipfi, zwine zwa amba na madipfele. (Crystal, 2008: 180)",Mashudu kha lufu lwa mme awe o vha a tshi khou renda o tungufhala. Maedza u khou fhufha nga dakalo nge a phasa mulingo wa gireidi 12. Nwana o ri u wa a tavha mukosi muhulu nga u pfa vhutungu. / vhudipfi/vhupfa,Yikulumo esebenzisa amagama akhombisa bona okhulumako akakathabi ngalokho okwenzekileeo.,"Ekulumeni ethi, Ilanga licimile, kusuke kuhlonitjwa umuntu  ohlonitjhwako emphakathini lokha nakahlongakeleko.",,,,,"bokao ba go itlhagisa ba polelwana e e kayang diteng tsa maikutlo le go ikitse go ya ka boitlhamedi ba bowena kgotsa ba bonosi ba modirisi wa puo jaaka mo puong ya ya poko. Ka gale e fapantshiwa le bokao ba tlhaloso kgotsa ba loago. Mareo a mangwe a a tsamaelanang le go itlhagisa a akaretsa kamego, kgatelelo le maikutlo","leboko le ke le buisitseng, le na le boleng bo bo thadisegang ba maikutlo",rito rin'wana na rin'wana kumbe xivulwahava lexi humeselaka matitwelo yo karhi ehandle,nhlamuselo yo kombisaritwelo yi tlhandlakanya na matheme yo tanihi rihlamuseri na man'wana
unisa_multilingual_linguistic_terminology_121,expressive utterance,ho bua ka maikutlo,,Inkhulumomivo,vhudipfi ha muambi,ikulumo ekhombisa ubujamo balowo okhulumako,intsingiselo yesafobe/intetho yesafobe,inkulumo eveza isimo sokhulumayo,polelo ya go itlhagisa,xivuriwa xa nkombisaritwelo,a type of utterance where the speaker expresses his or her feelings,,mofuta wa ho bua moo sebui se hlahisang maikutlo a sona,ha a halefile o kgona ho bua ka maikutlo ho feta ha a thabile,,,Inkhulumo lapho sikhulumi siveta imivo yaso,Inkhulumo yakhe ineluvelomagama lolubi / Inkhulumo leveta imiva,"ndi lushaka  lwa u amba lune muambi a vha a khou bvukulula kana u sumbedza vhudipfi hawe (Crystal, 2008: 180)","lufu lwa vhalwela mbofholowo lwo ri sia ro akhamala. Ndo ri u wana mushumo nda zwi pfa zwa uri vhusiwana mutani wa hashu ho fhela tshothe. Ndo bilufhala vhude, ngauri lufu ulwu lwa mme anga lwo bvelela nga murahu ha minwaha mivhili musi malume anga vho ri sia. / vhupfa ha muambi",Yikulumo esuselwa kilokho okwenziwe nofana okungakenziwa ngiloyo okhulumako.,"Bengingakakulindeli kuwe lokhu okwenzako, ungidanisile. Lekulumo iveza imizwa yalowo okhulumako","igama okanye ibinzana lamagama elisetyenziselwa ukufumana isiphumo sohlobo olulodwa nelingenantsingiselo yalo yesiqhelo okanye yentsusa (Richards and Schmidt, 2010: 219); .",intsingiselo yesafobe/intetho yesafobe isetyenziswa kakhulu kwimibongo,inkulumo esukela kokwenziwe noma kokungenziwanga yilowo okhulumayo,inkulumo eveza isimo sokhulumayo iyasicacisela ngemizwa yokhulumayo,mofuta wa polelo mop sebui se tlhagisang maikutlo a sona,"Reba o ne a thadisa maikutlo a gagwe mo go Tshego a re, 'ke a go bolelela, ga nkitla ke go thusa gape'",muxaka wa xivuriwa lexi haxona xivulavuri xi humeselaka ntwiwo wa xona erivaleni,xivumbiwa xa nkombaritwelo xi nga va xo tisa ntsako kumbe ku vaviseka
unisa_multilingual_linguistic_terminology_122,extension,katoloso,katološo,Selulo,mutshila,isinabiso/iinlungelelo {Isinabisi sesenzo sitjhugulula umqondo wesenzo. Isib. -thoba,izakhi zegama ezizimeleyo,iselulo,katoloso,xitsanyusi,"a morpheme which is added after the root of the verb to modify its meaning; the classification of types of semantic change, referring to a widening of meaning in a lexical item",,"noko e ekeditsweng kamora motso wa ketso ho ntlafatsa  moelelo wa yona; tlhophiso ya mefuta ya phetoho ya semantiki, e lebisitse ho bophara ba moelelo ntlheng ya mantswe",leetsi ahelwa ke katoloso ya leetsi aha,koketšo ya kutudiri ye e tsenago gare ga modu le moselanaphetho,Mabopi a bjalo ka -el- le -an- a bitšwa dikatološo,Sakhi lesifakwa  emuva  kwemsuka wesento kugucula inshokutsi.,Linyenti letimphambosi linetelulo,"ndi tshipida tsha ipfi tshine tsha tumiwa murahu ha mudzi wa liiti u shandikisa zwine ipfi la amba, ndi lushaka lwa khethekanyo ya tshanduko ya semantiki, ine ya amba thalutshedzo yo tandavhuwaho ya maipfi.",nwana o vhalela mme vhurifhi. Nwana o rungisa mme awe rokho. Tsimu iyi i a lemea. / ndapfiso,ingcenye yesenzo ethula umqondo ohlukileko esenzweni esisisekelo. / ukuthobela / > thobela = isenzo -thobela sesiveza umqondo wokwenzela omunye.},,"izakhi zegama ezinokwenzeka njengamagama ahamba odwa. Igama elinesakhi esihamba sodwa (esizimeleyo) libizwa ngokuba ligama elinesakhi esinye; (Crystal, 2008:313)",ulwimi lwesiNgesi luphawuleka ngezakhi zegama ezizimeleyo,isakhi esijotshelelwa ngemuva kwesenzo ukuguqula incazelo yesenzo,iselula sesenzo siguqula umqondo wesenzo,popi e e tsenngwang morago ga kutu ya lediri go fetola bokao,"re dirisa katoloso go tokafatsa bokao ba lediri, jaaka mo go 'lela' go 'lelang', 'lesea le le lelalang'",xinembeletwana lexi engeteleriwaka endzhaku ka nsinya wa riendli leswaku xi bumabumela nhlamuselo,xitsanyusi xi angarhela ntlawahato wa tinxaka ta ku cinca ka ntivonhlamuselarito
unisa_multilingual_linguistic_terminology_123,extensive morpheme,mofimi o atolositsweng,lebopikatološo,Sakhi lesiselulo,nyengedzo ya tshivhumbi,isakhi sokunabisa,,isakhi sokwelula,popi ya katoloso,xiakintsanyuso,,,"lentswe, kgolohadi ke mofimi o atolositsweng",,lebopi leo le tsenago gare ga kutudiri le moselanaphetho,Lebopi la lediregi (-eg-) re re ke la katološo ka gore ge le hlomelwa kutudiring ye bjalo ka -dula le tsena gare ga modu le moselana wa phetho gomme la katološa kutudiri yeo gore e be -dulega,Sakhi lesifakwa emuva kwelibito kukhoma bulili,Telulo tiyasita nawakha emagama latikhuliso.,ndi nyengedzedzo na livhumbi la tshifhinga tsho fhelaho -w-/-iw-; mitshila I tumetshedzwaho kha maipfi I shandukisa zwine ipfi la amba zwone kana kilasi ya ipfi la vhubvo ha tshipida tsha ipfi/ipfi (kana zwothe).,ro rengiselwa kholomo nga makhulu. Mbudzi dze dza vha dzo farwa musanda dzo la mavhele dzo rengululwa nga tshelede nnzhi. O laisilulelwa thundu nga vhathannga vha hawe. / ndadziso ya tshipida tsha ipfi,isakhi esisetjenziselwa ukunabisa umqondo wesenzo,Iinlungelelo zeempambosi ziziinabiso zezenzo. Isib UJeso wasifela esiphambanwenweni. Egameni wasifela u-el- osisakhi sepambosi yokwenzela usinabiso sesenzo.,,,isakhi esisetshenziselwa ukwelula umqondo wesenzo,isakhi sokwelula sifakwa ngemuva esenzweni,popi e e tsenngwang morago ga kutu ya lediri go fetola bokao,"fa re gokelela setlhongwa 'ng' mo lediring, lwala, jaaka mo go 'ngwana o a lwala, o robetse',  re oketsa bokao ba polelo mme popego e fetoga go nna, 'ngwana yo o lwalang, o robetse.'","xinembeletwana xo kala swipimelo, lexi pfumelaka ku nembeletiwa hinkwako",xiakintsanyuso i xinembeletwana xo angarhela
unisa_multilingual_linguistic_terminology_124,feminine suffix,sehlongwanthao sa botshehadi,moselana wa bongtshadi,Sijobelelo sebulili lobusikati,mitshila ya zwisadzi,isilungelelo sobulili besifazi,,isijobelelo sesifazane,setlhongwa sa botshegadi,xilandzi xa vusati,,,ke sehlongwanthao se fetolang kapa ho bonahatsa mantswe hore a hlahise botshehadi,"tau e tshehadi e bonahatswa ka sehlongwanthao sa botshehadi e eleng ""hadi"" ho bopa tauhadi",moselana wa go laetša gore motho goba selo ke se setshadi,"Mo leineng le mohlologadi, -gadi ke moselana wa bongtshadi",Sakhi lesijotjelelwako kute sikhombe bulili lobusikati,Sitawusebentisa takhi letelulako kwakha bulili lobusikati / Takhi tebufazane,ndi mitshila ine musi yo tumiwa kha dzina ya sumbedza mbeu ya tshisadzi.,ndoukadzi yo wela tivhani.  Makhadzi vho lima tsimu khulu. Mufumakadzi avha vha tou vha muhaga.,Sisakhi esikhomba ubululi besifazi esifakwa ngemuva kwegama.,"Iimpambosi zesenzo zoke zineenabiso. Isib. (i) Ipambosi yokwenzela, u-el- usinabisi        (ii) Ipambosi yokwenzisisa, u -isis- usinabisi",,,isakhi esikhomba ubulili besifazane esifakwa ngemuva kwegama,isijobelelo sesifazane sifakwa emabizweni,popi e e supang bong ba sesadi mo lefokong,"mo go 'kgosigadi o thusa bomme ba morafe',  setlhongwa sa bongtshadi, 'gadi', se gokeletswe mo leineng, 'kgosi' go bontsha bongtshadi",xiyimo xo va rito ri lungeleriwa xilandzi xo kombisa rimbewu,xilandzi xa vusati xo tanihi -kazi eka Hosikazi ritofularha ra Hosi
unisa_multilingual_linguistic_terminology_125,free morpheme,mofimi o lokolohileng,,,,isakhi esisodwa esakha igama,,isakhi esizimele,,,morphemes which can occur as separate words. A word consisting of a single (free) morpheme is a monomorphemic word,,mofimi o ka ikemelang jwalo ka lentswe. lentswe le nang le mofimi o le mong (o lokolohileng) ke lentswe le mofimi o le mong,thato ke mofimi o ikemetseng ho tswa ho lentswe thathohatsi,,,,,,,igama elinesakhi esisodwa,"Iimfenqo zithula ikulumo ebhacileko, nanzi ezivame ukusetjenziswa babantu: ukwenzasamuntu, irhwala, isifaniso, nesingathekiso.",,,imofimu esebenza yodwa njengegama eliphelele elinomqondo,isakhi esizimele asijwayelekile ezilimini eziningi,,,,
unisa_multilingual_linguistic_terminology_126,given information,tlhahisoleseding e fanweng,tshedimošo ye e filwego,Lwati loluniketiwe.,mafhungo o newaho,ilwazi elaziwako,izakhi ngokwegrama,ulwazi oludala enkulumeni,tshedimosetso e neetsweng,mahungu lama nyikiweke,"information already supplied by the previous linguistic context whereas ‘new’ information, as its name suggests, has not",,tlhahisoleseding e seng e fanwe ke boemo ba puo bo fetileng ho fapana le tlhahisoleseding 'e ntjha' e sokang e hlahiswa pele,ha ke hloke ho e phetha ka ha e le tlhahisoleseding e fanweng,tshedimošo ye mmoledi le mmoledišwa ka babedi ba nago le yona ka nako ya poledišano,Ge mmoledi a bolela ka sešupša se se boletšwego pele mo poledišanong a ka no šomiša lešala ka ge sešupša seo e le tshedimošo ye e filwego,Luhlobo lwelwati loluvele luniketiwe esimeni lesindlulile.,Inkhulumo yakhe iveta lwati loseluniketiwe.,"mafhungo ane o no bviselwa khagala nga zwe zwa ambiwa murahu he mafhungo 'maswa', sa zwe dzina la hone la dzinginywa, le la vha li sa athu u bviselwa khagala (Crystal, 2008: 211)","Tshimangadzo ndi a mudivhesa., zwavhudi-vhudi o vha thama yanga lwa minwaha mina. / mafhungo o fhiwaho",Ilwazi elaziwako ekhe lathulwa ngaphambilini.,IsiNdebele esikhulunywa eLimpopo sililimi lesigodi.,"izakhi zamagama ezisetyenziselwa ukuchaza ubudlelwane ngokwegrama phakathi kwegama nemeko yalo ekubhekiselelwe kuyo, ezifana nezesininzi okanye ezexesha elidlulileyo (Crystal 2008: 313)",izakhi ngokwegrama zezisetyenziswa ngokuchanekileyo ukwakha intsingiselo ephuhlileyo yamagama,ulwazi olwethulwe ngaphambili enkulumeni,ulwazi oludala enkulumeni lwethulwa isikhulumi,tshedimosetso ya bokaelo e e setseng e neetswe ke barutapuo ba pele mme tshedimosetso e ntšhwa ga e ise e ke e nelwe,"gore dikolo tsa naga ya rona di tswalelwe tsotlhe, ke tshedimosetso e e neetsweng ke puso","vuxokoxoko lebyi veke byi hlamuseriweke hi nhlamuselo ya xilingwistiki yo sungula eku sunguleni, kasi vuxokoxoko lebyintshwa tanihileswi vito ri vulaka, a byi sungulangi byi hangalasiwa","mahungu lama nyikiweke enhlengeletanini, ya kona eka tsalwa leri va nga hi nyika n'wexemu"
